verification_id,journey_id,journey_name,verification_type,objective,status,execution_evidence
HR-JRN-001-E2E-03,HR-JRN-001,Candidate to employee,E2E,Retry/reversal/reconciliation for Candidate to employee,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-001-UAT-01,HR-JRN-001,Candidate to employee,UAT,Primary business-role acceptance for Candidate to employee,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-001-UAT-02,HR-JRN-001,Candidate to employee,UAT,Exception/recovery business-role acceptance for Candidate to employee,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-002-E2E-01,HR-JRN-002,Join to productive employee,E2E,Happy path for Join to productive employee,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-002-E2E-02,HR-JRN-002,Join to productive employee,E2E,Permission/concurrency/validation failure for Join to productive employee,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-002-E2E-03,HR-JRN-002,Join to productive employee,E2E,Retry/reversal/reconciliation for Join to productive employee,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-002-UAT-01,HR-JRN-002,Join to productive employee,UAT,Primary business-role acceptance for Join to productive employee,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-002-UAT-02,HR-JRN-002,Join to productive employee,UAT,Exception/recovery business-role acceptance for Join to productive employee,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-003-E2E-01,HR-JRN-003,Attendance and leave to payroll inputs,E2E,Happy path for Attendance and leave to payroll inputs,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-003-E2E-02,HR-JRN-003,Attendance and leave to payroll inputs,E2E,Permission/concurrency/validation failure for Attendance and leave to payroll inputs,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-003-E2E-03,HR-JRN-003,Attendance and leave to payroll inputs,E2E,Retry/reversal/reconciliation for Attendance and leave to payroll inputs,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-003-UAT-01,HR-JRN-003,Attendance and leave to payroll inputs,UAT,Primary business-role acceptance for Attendance and leave to payroll inputs,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-003-UAT-02,HR-JRN-003,Attendance and leave to payroll inputs,UAT,Exception/recovery business-role acceptance for Attendance and leave to payroll inputs,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-004-E2E-01,HR-JRN-004,Gross-to-net payroll run,E2E,Happy path for Gross-to-net payroll run,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-004-E2E-02,HR-JRN-004,Gross-to-net payroll run,E2E,Permission/concurrency/validation failure for Gross-to-net payroll run,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-004-E2E-03,HR-JRN-004,Gross-to-net payroll run,E2E,Retry/reversal/reconciliation for Gross-to-net payroll run,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-004-UAT-01,HR-JRN-004,Gross-to-net payroll run,UAT,Primary business-role acceptance for Gross-to-net payroll run,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-004-UAT-02,HR-JRN-004,Gross-to-net payroll run,UAT,Exception/recovery business-role acceptance for Gross-to-net payroll run,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-005-E2E-01,HR-JRN-005,Payroll approval to payment evidence,E2E,Happy path for Payroll approval to payment evidence,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-005-E2E-02,HR-JRN-005,Payroll approval to payment evidence,E2E,Permission/concurrency/validation failure for Payroll approval to payment evidence,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-005-E2E-03,HR-JRN-005,Payroll approval to payment evidence,E2E,Retry/reversal/reconciliation for Payroll approval to payment evidence,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-005-UAT-01,HR-JRN-005,Payroll approval to payment evidence,UAT,Primary business-role acceptance for Payroll approval to payment evidence,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-005-UAT-02,HR-JRN-005,Payroll approval to payment evidence,UAT,Exception/recovery business-role acceptance for Payroll approval to payment evidence,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-006-E2E-01,HR-JRN-006,Payroll to books,E2E,Happy path for Payroll to books,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-006-E2E-02,HR-JRN-006,Payroll to books,E2E,Permission/concurrency/validation failure for Payroll to books,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-006-E2E-03,HR-JRN-006,Payroll to books,E2E,Retry/reversal/reconciliation for Payroll to books,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-006-UAT-01,HR-JRN-006,Payroll to books,UAT,Primary business-role acceptance for Payroll to books,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-006-UAT-02,HR-JRN-006,Payroll to books,UAT,Exception/recovery business-role acceptance for Payroll to books,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-007-E2E-01,HR-JRN-007,India statutory payroll and reporting,E2E,Happy path for India statutory payroll and reporting,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-007-E2E-02,HR-JRN-007,India statutory payroll and reporting,E2E,Permission/concurrency/validation failure for India statutory payroll and reporting,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-007-E2E-03,HR-JRN-007,India statutory payroll and reporting,E2E,Retry/reversal/reconciliation for India statutory payroll and reporting,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-007-UAT-01,HR-JRN-007,India statutory payroll and reporting,UAT,Primary business-role acceptance for India statutory payroll and reporting,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-007-UAT-02,HR-JRN-007,India statutory payroll and reporting,UAT,Exception/recovery business-role acceptance for India statutory payroll and reporting,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-008-E2E-01,HR-JRN-008,Retroactive correction and arrears,E2E,Happy path for Retroactive correction and arrears,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-008-E2E-02,HR-JRN-008,Retroactive correction and arrears,E2E,Permission/concurrency/validation failure for Retroactive correction and arrears,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-008-E2E-03,HR-JRN-008,Retroactive correction and arrears,E2E,Retry/reversal/reconciliation for Retroactive correction and arrears,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-008-UAT-01,HR-JRN-008,Retroactive correction and arrears,UAT,Primary business-role acceptance for Retroactive correction and arrears,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-008-UAT-02,HR-JRN-008,Retroactive correction and arrears,UAT,Exception/recovery business-role acceptance for Retroactive correction and arrears,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-009-E2E-01,HR-JRN-009,Separation to final settlement and offboarding,E2E,Happy path for Separation to final settlement and offboarding,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-009-E2E-02,HR-JRN-009,Separation to final settlement and offboarding,E2E,Permission/concurrency/validation failure for Separation to final settlement and offboarding,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-009-E2E-03,HR-JRN-009,Separation to final settlement and offboarding,E2E,Retry/reversal/reconciliation for Separation to final settlement and offboarding,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-009-UAT-01,HR-JRN-009,Separation to final settlement and offboarding,UAT,Primary business-role acceptance for Separation to final settlement and offboarding,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-009-UAT-02,HR-JRN-009,Separation to final settlement and offboarding,UAT,Exception/recovery business-role acceptance for Separation to final settlement and offboarding,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-010-E2E-01,HR-JRN-010,Projects time and labor cost context,E2E,Happy path for Projects time and labor cost context,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-010-E2E-02,HR-JRN-010,Projects time and labor cost context,E2E,Permission/concurrency/validation failure for Projects time and labor cost context,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-010-E2E-03,HR-JRN-010,Projects time and labor cost context,E2E,Retry/reversal/reconciliation for Projects time and labor cost context,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-010-UAT-01,HR-JRN-010,Projects time and labor cost context,UAT,Primary business-role acceptance for Projects time and labor cost context,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-010-UAT-02,HR-JRN-010,Projects time and labor cost context,UAT,Exception/recovery business-role acceptance for Projects time and labor cost context,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-011-E2E-01,HR-JRN-011,Employee asset custody and offboarding,E2E,Happy path for Employee asset custody and offboarding,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-011-E2E-02,HR-JRN-011,Employee asset custody and offboarding,E2E,Permission/concurrency/validation failure for Employee asset custody and offboarding,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-011-E2E-03,HR-JRN-011,Employee asset custody and offboarding,E2E,Retry/reversal/reconciliation for Employee asset custody and offboarding,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-011-UAT-01,HR-JRN-011,Employee asset custody and offboarding,UAT,Primary business-role acceptance for Employee asset custody and offboarding,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-011-UAT-02,HR-JRN-011,Employee asset custody and offboarding,UAT,Exception/recovery business-role acceptance for Employee asset custody and offboarding,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-012-E2E-01,HR-JRN-012,"Goals to appraisal, skills and learning",E2E,"Happy path for Goals to appraisal, skills and learning",PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-012-E2E-02,HR-JRN-012,"Goals to appraisal, skills and learning",E2E,"Permission/concurrency/validation failure for Goals to appraisal, skills and learning",PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-012-E2E-03,HR-JRN-012,"Goals to appraisal, skills and learning",E2E,"Retry/reversal/reconciliation for Goals to appraisal, skills and learning",PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-012-UAT-01,HR-JRN-012,"Goals to appraisal, skills and learning",UAT,"Primary business-role acceptance for Goals to appraisal, skills and learning",PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-012-UAT-02,HR-JRN-012,"Goals to appraisal, skills and learning",UAT,"Exception/recovery business-role acceptance for Goals to appraisal, skills and learning",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-001-E2E-01,ACC-JRN-001,"Journal draft to approval, posting and reversal",E2E,"Happy path for Journal draft to approval, posting and reversal",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-001-E2E-02,ACC-JRN-001,"Journal draft to approval, posting and reversal",E2E,"Permission/concurrency/validation failure for Journal draft to approval, posting and reversal",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-001-E2E-03,ACC-JRN-001,"Journal draft to approval, posting and reversal",E2E,"Retry/reversal/reconciliation for Journal draft to approval, posting and reversal",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-001-UAT-01,ACC-JRN-001,"Journal draft to approval, posting and reversal",UAT,"Primary business-role acceptance for Journal draft to approval, posting and reversal",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-001-UAT-02,ACC-JRN-001,"Journal draft to approval, posting and reversal",UAT,"Exception/recovery business-role acceptance for Journal draft to approval, posting and reversal",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-002-E2E-01,ACC-JRN-002,"Order to invoice, receipt and books",E2E,"Happy path for Order to invoice, receipt and books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-002-E2E-02,ACC-JRN-002,"Order to invoice, receipt and books",E2E,"Permission/concurrency/validation failure for Order to invoice, receipt and books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-002-E2E-03,ACC-JRN-002,"Order to invoice, receipt and books",E2E,"Retry/reversal/reconciliation for Order to invoice, receipt and books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-002-UAT-01,ACC-JRN-002,"Order to invoice, receipt and books",UAT,"Primary business-role acceptance for Order to invoice, receipt and books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-002-UAT-02,ACC-JRN-002,"Order to invoice, receipt and books",UAT,"Exception/recovery business-role acceptance for Order to invoice, receipt and books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-003-E2E-01,ACC-JRN-003,"Procure to payable, payment and books",E2E,"Happy path for Procure to payable, payment and books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-003-E2E-02,ACC-JRN-003,"Procure to payable, payment and books",E2E,"Permission/concurrency/validation failure for Procure to payable, payment and books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-003-E2E-03,ACC-JRN-003,"Procure to payable, payment and books",E2E,"Retry/reversal/reconciliation for Procure to payable, payment and books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-003-UAT-01,ACC-JRN-003,"Procure to payable, payment and books",UAT,"Primary business-role acceptance for Procure to payable, payment and books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-003-UAT-02,ACC-JRN-003,"Procure to payable, payment and books",UAT,"Exception/recovery business-role acceptance for Procure to payable, payment and books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-004-E2E-01,ACC-JRN-004,Bank statement to reconciliation,E2E,Happy path for Bank statement to reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-004-E2E-02,ACC-JRN-004,Bank statement to reconciliation,E2E,Permission/concurrency/validation failure for Bank statement to reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-004-E2E-03,ACC-JRN-004,Bank statement to reconciliation,E2E,Retry/reversal/reconciliation for Bank statement to reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-004-UAT-01,ACC-JRN-004,Bank statement to reconciliation,UAT,Primary business-role acceptance for Bank statement to reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-004-UAT-02,ACC-JRN-004,Bank statement to reconciliation,UAT,Exception/recovery business-role acceptance for Bank statement to reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-005-E2E-01,ACC-JRN-005,Transaction tax to tax report,E2E,Happy path for Transaction tax to tax report,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-005-E2E-02,ACC-JRN-005,Transaction tax to tax report,E2E,Permission/concurrency/validation failure for Transaction tax to tax report,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-005-E2E-03,ACC-JRN-005,Transaction tax to tax report,E2E,Retry/reversal/reconciliation for Transaction tax to tax report,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-005-UAT-01,ACC-JRN-005,Transaction tax to tax report,UAT,Primary business-role acceptance for Transaction tax to tax report,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-005-UAT-02,ACC-JRN-005,Transaction tax to tax report,UAT,Exception/recovery business-role acceptance for Transaction tax to tax report,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-006-E2E-01,ACC-JRN-006,Budget to actual control,E2E,Happy path for Budget to actual control,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-006-E2E-02,ACC-JRN-006,Budget to actual control,E2E,Permission/concurrency/validation failure for Budget to actual control,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-006-E2E-03,ACC-JRN-006,Budget to actual control,E2E,Retry/reversal/reconciliation for Budget to actual control,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-006-UAT-01,ACC-JRN-006,Budget to actual control,UAT,Primary business-role acceptance for Budget to actual control,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-006-UAT-02,ACC-JRN-006,Budget to actual control,UAT,Exception/recovery business-role acceptance for Budget to actual control,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-007-E2E-01,ACC-JRN-007,"Accrual, prepayment and revenue schedule to books",E2E,"Happy path for Accrual, prepayment and revenue schedule to books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-007-E2E-02,ACC-JRN-007,"Accrual, prepayment and revenue schedule to books",E2E,"Permission/concurrency/validation failure for Accrual, prepayment and revenue schedule to books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-007-E2E-03,ACC-JRN-007,"Accrual, prepayment and revenue schedule to books",E2E,"Retry/reversal/reconciliation for Accrual, prepayment and revenue schedule to books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-007-UAT-01,ACC-JRN-007,"Accrual, prepayment and revenue schedule to books",UAT,"Primary business-role acceptance for Accrual, prepayment and revenue schedule to books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-007-UAT-02,ACC-JRN-007,"Accrual, prepayment and revenue schedule to books",UAT,"Exception/recovery business-role acceptance for Accrual, prepayment and revenue schedule to books",PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-008-E2E-01,ACC-JRN-008,Foreign currency transaction to revaluation,E2E,Happy path for Foreign currency transaction to revaluation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-008-E2E-02,ACC-JRN-008,Foreign currency transaction to revaluation,E2E,Permission/concurrency/validation failure for Foreign currency transaction to revaluation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-008-E2E-03,ACC-JRN-008,Foreign currency transaction to revaluation,E2E,Retry/reversal/reconciliation for Foreign currency transaction to revaluation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-008-UAT-01,ACC-JRN-008,Foreign currency transaction to revaluation,UAT,Primary business-role acceptance for Foreign currency transaction to revaluation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-008-UAT-02,ACC-JRN-008,Foreign currency transaction to revaluation,UAT,Exception/recovery business-role acceptance for Foreign currency transaction to revaluation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-009-E2E-01,ACC-JRN-009,Intercompany to consolidation,E2E,Happy path for Intercompany to consolidation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-009-E2E-02,ACC-JRN-009,Intercompany to consolidation,E2E,Permission/concurrency/validation failure for Intercompany to consolidation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-009-E2E-03,ACC-JRN-009,Intercompany to consolidation,E2E,Retry/reversal/reconciliation for Intercompany to consolidation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-009-UAT-01,ACC-JRN-009,Intercompany to consolidation,UAT,Primary business-role acceptance for Intercompany to consolidation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-009-UAT-02,ACC-JRN-009,Intercompany to consolidation,UAT,Exception/recovery business-role acceptance for Intercompany to consolidation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-010-E2E-01,ACC-JRN-010,Subledgers to financial close,E2E,Happy path for Subledgers to financial close,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-010-E2E-02,ACC-JRN-010,Subledgers to financial close,E2E,Permission/concurrency/validation failure for Subledgers to financial close,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-010-E2E-03,ACC-JRN-010,Subledgers to financial close,E2E,Retry/reversal/reconciliation for Subledgers to financial close,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-010-UAT-01,ACC-JRN-010,Subledgers to financial close,UAT,Primary business-role acceptance for Subledgers to financial close,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-010-UAT-02,ACC-JRN-010,Subledgers to financial close,UAT,Exception/recovery business-role acceptance for Subledgers to financial close,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-011-E2E-01,ACC-JRN-011,Ledger to financial statements and drilldown,E2E,Happy path for Ledger to financial statements and drilldown,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-011-E2E-02,ACC-JRN-011,Ledger to financial statements and drilldown,E2E,Permission/concurrency/validation failure for Ledger to financial statements and drilldown,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-011-E2E-03,ACC-JRN-011,Ledger to financial statements and drilldown,E2E,Retry/reversal/reconciliation for Ledger to financial statements and drilldown,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-011-UAT-01,ACC-JRN-011,Ledger to financial statements and drilldown,UAT,Primary business-role acceptance for Ledger to financial statements and drilldown,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-011-UAT-02,ACC-JRN-011,Ledger to financial statements and drilldown,UAT,Exception/recovery business-role acceptance for Ledger to financial statements and drilldown,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-012-E2E-01,ACC-JRN-012,Cross-module accounting reconciliation,E2E,Happy path for Cross-module accounting reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-012-E2E-02,ACC-JRN-012,Cross-module accounting reconciliation,E2E,Permission/concurrency/validation failure for Cross-module accounting reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-012-E2E-03,ACC-JRN-012,Cross-module accounting reconciliation,E2E,Retry/reversal/reconciliation for Cross-module accounting reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-012-UAT-01,ACC-JRN-012,Cross-module accounting reconciliation,UAT,Primary business-role acceptance for Cross-module accounting reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
ACC-JRN-012-UAT-02,ACC-JRN-012,Cross-module accounting reconciliation,UAT,Exception/recovery business-role acceptance for Cross-module accounting reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-001-E2E-01,PRG-JRN-001,Lead to Cash,E2E,Happy path for Lead to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-001-E2E-02,PRG-JRN-001,Lead to Cash,E2E,Permission/concurrency/validation failure for Lead to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-001-E2E-03,PRG-JRN-001,Lead to Cash,E2E,Retry/reversal/reconciliation for Lead to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-001-UAT-01,PRG-JRN-001,Lead to Cash,UAT,Primary business-role acceptance for Lead to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-001-UAT-02,PRG-JRN-001,Lead to Cash,UAT,Exception/recovery business-role acceptance for Lead to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-002-E2E-01,PRG-JRN-002,Order to Cash,E2E,Happy path for Order to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-002-E2E-02,PRG-JRN-002,Order to Cash,E2E,Permission/concurrency/validation failure for Order to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-002-E2E-03,PRG-JRN-002,Order to Cash,E2E,Retry/reversal/reconciliation for Order to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-002-UAT-01,PRG-JRN-002,Order to Cash,UAT,Primary business-role acceptance for Order to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-002-UAT-02,PRG-JRN-002,Order to Cash,UAT,Exception/recovery business-role acceptance for Order to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-003-E2E-01,PRG-JRN-003,Procure to Pay,E2E,Happy path for Procure to Pay,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-003-E2E-02,PRG-JRN-003,Procure to Pay,E2E,Permission/concurrency/validation failure for Procure to Pay,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-003-E2E-03,PRG-JRN-003,Procure to Pay,E2E,Retry/reversal/reconciliation for Procure to Pay,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-003-UAT-01,PRG-JRN-003,Procure to Pay,UAT,Primary business-role acceptance for Procure to Pay,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-003-UAT-02,PRG-JRN-003,Procure to Pay,UAT,Exception/recovery business-role acceptance for Procure to Pay,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-004-E2E-01,PRG-JRN-004,Plan to Produce,E2E,Happy path for Plan to Produce,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-004-E2E-02,PRG-JRN-004,Plan to Produce,E2E,Permission/concurrency/validation failure for Plan to Produce,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-004-E2E-03,PRG-JRN-004,Plan to Produce,E2E,Retry/reversal/reconciliation for Plan to Produce,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-004-UAT-01,PRG-JRN-004,Plan to Produce,UAT,Primary business-role acceptance for Plan to Produce,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-004-UAT-02,PRG-JRN-004,Plan to Produce,UAT,Exception/recovery business-role acceptance for Plan to Produce,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-005-E2E-01,PRG-JRN-005,Manufacturing → Quality → Stock,E2E,Happy path for Manufacturing → Quality → Stock,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-005-E2E-02,PRG-JRN-005,Manufacturing → Quality → Stock,E2E,Permission/concurrency/validation failure for Manufacturing → Quality → Stock,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-005-E2E-03,PRG-JRN-005,Manufacturing → Quality → Stock,E2E,Retry/reversal/reconciliation for Manufacturing → Quality → Stock,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-005-UAT-01,PRG-JRN-005,Manufacturing → Quality → Stock,UAT,Primary business-role acceptance for Manufacturing → Quality → Stock,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-005-UAT-02,PRG-JRN-005,Manufacturing → Quality → Stock,UAT,Exception/recovery business-role acceptance for Manufacturing → Quality → Stock,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-006-E2E-01,PRG-JRN-006,POS to Cash,E2E,Happy path for POS to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-006-E2E-02,PRG-JRN-006,POS to Cash,E2E,Permission/concurrency/validation failure for POS to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-006-E2E-03,PRG-JRN-006,POS to Cash,E2E,Retry/reversal/reconciliation for POS to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-006-UAT-01,PRG-JRN-006,POS to Cash,UAT,Primary business-role acceptance for POS to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-006-UAT-02,PRG-JRN-006,POS to Cash,UAT,Exception/recovery business-role acceptance for POS to Cash,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-007-E2E-01,PRG-JRN-007,Hire → Payroll → Books,E2E,Happy path for Hire → Payroll → Books,PLANNED,NOT_EXECUTED_PLANNING_ONLY
PRG-JRN-007-E2E-02,PRG-JRN-007,Hire → Payroll → Books,E2E,Permission/concurrency/validation failure for Hire → Payroll → Books,PLANNED,NOT_EXECUTED_PLANNING_ONLY
