dependency_id,source_id,target_id,dependency_type,owning_module,description,failure_if_missing,journey_ids,status,last_reviewed_on
SUPPORT-P10-DEP-034,F376,F377,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-035,F377,F378,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-036,F378,F379,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-037,F379,F380,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-038,F343,F345,CUSTOMER_CONTEXT,Support / Customer Service,Every ticket resolves customer identity/context under authorization where a customer is known.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-039,F343,F346,CONTACT_CONTEXT,Support / Customer Service,Ticket contact identity is separately scoped from customer/account identity.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-040,F344,F343,DURABLE_IDENTITY,Support / Customer Service,Ticket number is a human-visible durable identity distinct from internal UUID and remains unique by tenant policy.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-041,F349,F359,SLA_STATE,Support / Customer Service,Ticket status drives explicit SLA pause/resume/stop semantics.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-042,F350,F351,QUEUE_ASSIGNMENT,Support / Customer Service,Agent assignment is constrained by queue membership/scope and preserves assignment history.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-043,F350,F352,ROUTING_QUEUE,Support / Customer Service,Automatic routing resolves an eligible destination queue before agent selection.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-044,F351,F352,ROUTING_ASSIGNMENT,Support / Customer Service,Automatic routing uses skill/capacity/presence policy while manual override remains permissioned/audited.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-045,F353,F343,EMAIL_INGEST,Support / Customer Service,Inbound email creates or appends to a canonical ticket using message identity/threading rules.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-046,F353,F356,EMAIL_REPLY_THREAD,Support / Customer Service,Inbound replies join the public conversation without creating duplicate comments/tickets on retry.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-047,F356,F360,FIRST_RESPONSE,Support / Customer Service,The first qualifying public agent response stamps first-response SLA truth exactly once.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-048,F357,F356,VISIBILITY_BOUNDARY,Support / Customer Service,Private notes and customer-visible replies are distinct data/authorization classes across UI/API/export/search/notifications.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-049,F358,F357,PRIVATE_ATTACHMENT,Support / Customer Service,Attachments on private notes inherit private visibility and cannot leak to customer portal or public notification.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-050,F358,F371,PORTAL_ATTACHMENT,Support / Customer Service,Portal/customer attachment access requires ticket/attachment authorization and safe download handling.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-051,F359,F360,FIRST_RESPONSE_TARGET,Support / Customer Service,SLA policy supplies business-calendar-aware first-response target.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-052,F359,F361,RESOLUTION_TARGET,Support / Customer Service,SLA policy supplies business-calendar-aware resolution target.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-053,F360,F362,FIRST_RESPONSE_BREACH,Support / Customer Service,First-response breach/risk produces deduplicated breach handling.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-054,F361,F362,RESOLUTION_BREACH,Support / Customer Service,Resolution breach/risk produces deduplicated breach handling.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-055,F362,F363,BREACH_ESCALATION,Support / Customer Service,Configured breach handling may invoke escalation exactly once per policy level/window.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-056,F363,F364,ESCALATION_REASSIGN,Support / Customer Service,"Escalation may request reassignment through the normal governed assignment command, not direct field mutation.","Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-057,F365,F380,AUDIT_HISTORY,Support / Customer Service,Ticket history contributes operator-visible history while complete audit trail records actor/channel/request evidence.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-058,F366,F349,REOPEN_STATE,Support / Customer Service,"Reopen validates prior terminal/resolved state, reopen window/policy and restores SLA semantics explicitly.","Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-059,F367,F365,MERGE_HISTORY,Support / Customer Service,Duplicate merge retains both source histories/messages/attachments and stable canonical/redirection identity.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-060,F367,F380,MERGE_AUDIT,Support / Customer Service,"Destructive merge requires reason, permissions and immutable source/target audit linkage.","Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-061,F369,F371,PORTAL_KB,Support / Customer Service,Only approved/customer-visible knowledge versions may surface in the customer portal.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-062,F370,F356,CANNED_PUBLIC_REPLY,Support / Customer Service,Canned response inserts draft content into a public reply while retaining agent review/ownership.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-063,F371,F343,PORTAL_TICKET_SCOPE,Support / Customer Service,Portal user can access only tickets authorized for that customer/contact relationship; IDOR must return no cross-customer data.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-064,F372,F042,SALES_ORDER_CONTEXT,Support / Customer Service,Support reads customer order history through Sales public queries; Support never owns order truth.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-065,F373,F033,PRODUCT_CONTEXT,Support / Customer Service,Product linkage consumes authoritative Sales/item/product identity through public contracts.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-066,F374,F231,ASSET_CONTEXT,Support / Customer Service,Asset linkage consumes authoritative Assets identity/custodian/customer/service context through public contracts.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-067,F375,F257,WARRANTY_CONTEXT,Support / Customer Service,Warranty/service entitlement consumes authoritative Assets/warranty/effective-date evidence where applicable.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-068,F375,F372,ORDER_ENTITLEMENT,Support / Customer Service,Order/contract context may contribute entitlement evidence without Support rewriting Sales truth.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-069,F335,F343,QUALITY_COMPLAINT,Support / Customer Service,Customer quality complaint may originate from or link to a Support ticket through a public contract.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-070,F343,F335,SUPPORT_TO_QUALITY,Support / Customer Service,Support can request Quality investigation for product-quality complaints with stable case/customer/product/lot context.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-071,F376,F349,CSAT_TRIGGER,Support / Customer Service,CSAT is requested only from configured resolved/closed transitions and is deduplicated per eligible service event.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-072,F377,F365,PERFORMANCE_HISTORY,Support / Customer Service,Agent performance derives from governed assignment/activity/SLA facts and excludes inaccessible/private content from unsafe aggregation.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-073,F378,F359,SLA_REPORTING,Support / Customer Service,SLA reporting derives from frozen policy/calendar/timer events with reproducible pause/resume history.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-074,F379,F377,DASHBOARD_PERFORMANCE,Support / Customer Service,Dashboard consumes governed agent-performance metrics with permission-safe drilldown.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-075,F379,F378,DASHBOARD_SLA,Support / Customer Service,Dashboard consumes governed SLA metrics with formula/freshness lineage.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-076,F380,F365,COMPLETE_AUDIT,Support / Customer Service,"Audit trail records state, assignment, communication, merge/reopen, SLA, entitlement and admin changes with correlation IDs.","Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-077,F343,F009,CRM_CONTEXT,Support / Customer Service,Support may link customer/CRM context through CRM public queries without duplicating CRM ownership.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-078,F375,F453,ACCOUNTING_CONTEXT,Support / Customer Service,"If service entitlement has financial/subscription context, Accounting remains ledger authority and Support consumes only the approved contract/public view.","Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-079,F358,F380,ATTACHMENT_AUDIT,Support / Customer Service,Attachment upload/scan/quarantine/download/delete events are auditable without logging secrets or file content.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-080,F352,F380,ROUTING_AUDIT,Support / Customer Service,Automatic routing records matched rule/queue/agent/override reason for explainability and dispute analysis.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-001,F381,F382,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-002,F382,F383,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-003,F383,F384,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-004,F384,F385,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-005,F385,F386,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-006,F386,F387,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-007,F387,F388,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-008,F388,F389,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-009,F389,F390,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-010,F390,F391,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-011,F391,F392,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-012,F392,F393,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-013,F393,F394,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-014,F394,F395,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-015,F395,F396,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-016,F396,F397,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-017,F397,F398,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-018,F398,F399,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-019,F399,F400,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-020,F400,F401,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-021,F401,F402,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-022,F402,F403,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-023,F403,F404,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-024,F404,F405,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-025,F405,F406,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-026,F406,F407,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-027,F407,F408,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-028,F408,F409,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-029,F409,F410,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-030,F410,F411,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-031,F411,F412,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-032,F412,F413,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-033,F413,F414,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-034,F414,F415,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-035,F415,F416,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-036,F416,F417,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-037,F417,F418,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-038,F418,F419,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-039,F419,F420,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-040,F420,F421,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-041,F421,F422,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-042,F422,F423,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-043,F423,F424,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-044,F424,F425,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-045,F425,F426,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-046,F426,F427,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-047,F427,F428,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-048,F428,F429,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-049,F429,F430,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-050,F430,F431,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-051,F431,F432,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-052,F432,F433,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-053,F433,F434,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-054,F434,F435,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-055,F435,F436,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-056,F436,F437,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-057,F437,F438,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
HR-P11-DEP-058,F438,F439,SEQUENCE_OR_SEMANTIC,HR & Payroll,Adjacent HR & Payroll features have an explicit lifecycle/semantic dependency.,"HR/payroll identity, privacy, calculation, statutory, payment or accounting truth may diverge or become unauditable.",,APPROVED,2026-08-31
