feature_id,feature_name,module,dossier_path,capability_requirement_ids,flow_requirement_ids,business_rule_ids,data_requirement_ids,validation_ids,calculation_ids,ux_ids,security_ids,integration_ids,api_ids,e2e_ids,uat_ids,semantic_review_status,mobile_classification,implementation_authorization,semantic_subcapability_count,flow_state_review_status,pass_c_flow_ids,pass_c_transition_ids
F388,Employee documents,HR & Payroll,docs\03-modules\hr-payroll\features\F388-employee-documents.md,F388-CAP-001,F388-FLOW-001;F388-FLOW-002;F388-FLOW-003,F388-BR-001;F388-BR-002,F388-DATA-001;F388-DATA-002,F388-VAL-001;F388-VAL-002,F388-CALC-001,F388-UX-001;F388-UX-002,F388-SEC-001;F388-SEC-002,F388-INT-001;F388-INT-002,F388-API-001,F388-E2E-001;F388-E2E-002,F388-UAT-001;F388-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F388-PFC-01;F388-PFC-02;F388-PFC-03;F388-PFC-04;F388-PFC-05;F388-PFC-06;F388-PFC-07;F388-PFC-08;F388-PFC-09;F388-PFC-10,F388-STM-01;F388-STM-02;F388-STM-03;F388-STM-04;F388-STM-05
F389,Joining,HR & Payroll,docs\03-modules\hr-payroll\features\F389-joining.md,F389-CAP-001,F389-FLOW-001;F389-FLOW-002;F389-FLOW-003,F389-BR-001;F389-BR-002,F389-DATA-001;F389-DATA-002,F389-VAL-001;F389-VAL-002,F389-CALC-001,F389-UX-001;F389-UX-002,F389-SEC-001;F389-SEC-002,F389-INT-001;F389-INT-002,F389-API-001,F389-E2E-001;F389-E2E-002,F389-UAT-001;F389-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F389-PFC-01;F389-PFC-02;F389-PFC-03;F389-PFC-04;F389-PFC-05;F389-PFC-06;F389-PFC-07;F389-PFC-08;F389-PFC-09;F389-PFC-10,F389-STM-01;F389-STM-02;F389-STM-03;F389-STM-04;F389-STM-05
F390,Probation,HR & Payroll,docs\03-modules\hr-payroll\features\F390-probation.md,F390-CAP-001,F390-FLOW-001;F390-FLOW-002;F390-FLOW-003,F390-BR-001;F390-BR-002,F390-DATA-001;F390-DATA-002,F390-VAL-001;F390-VAL-002,F390-CALC-001,F390-UX-001;F390-UX-002,F390-SEC-001;F390-SEC-002,F390-INT-001;F390-INT-002,F390-API-001,F390-E2E-001;F390-E2E-002,F390-UAT-001;F390-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F390-PFC-01;F390-PFC-02;F390-PFC-03;F390-PFC-04;F390-PFC-05;F390-PFC-06;F390-PFC-07;F390-PFC-08;F390-PFC-09;F390-PFC-10,F390-STM-01;F390-STM-02;F390-STM-03;F390-STM-04;F390-STM-05
F391,Confirmation,HR & Payroll,docs\03-modules\hr-payroll\features\F391-confirmation.md,F391-CAP-001,F391-FLOW-001;F391-FLOW-002;F391-FLOW-003,F391-BR-001;F391-BR-002,F391-DATA-001;F391-DATA-002,F391-VAL-001;F391-VAL-002,F391-CALC-001,F391-UX-001;F391-UX-002,F391-SEC-001;F391-SEC-002,F391-INT-001;F391-INT-002,F391-API-001,F391-E2E-001;F391-E2E-002,F391-UAT-001;F391-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F391-PFC-01;F391-PFC-02;F391-PFC-03;F391-PFC-04;F391-PFC-05;F391-PFC-06;F391-PFC-07;F391-PFC-08;F391-PFC-09;F391-PFC-10,F391-STM-01;F391-STM-02;F391-STM-03;F391-STM-04;F391-STM-05
F392,Transfers,HR & Payroll,docs\03-modules\hr-payroll\features\F392-transfers.md,F392-CAP-001,F392-FLOW-001;F392-FLOW-002;F392-FLOW-003,F392-BR-001;F392-BR-002,F392-DATA-001;F392-DATA-002,F392-VAL-001;F392-VAL-002,F392-CALC-001,F392-UX-001;F392-UX-002,F392-SEC-001;F392-SEC-002,F392-INT-001;F392-INT-002,F392-API-001,F392-E2E-001;F392-E2E-002,F392-UAT-001;F392-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F392-PFC-01;F392-PFC-02;F392-PFC-03;F392-PFC-04;F392-PFC-05;F392-PFC-06;F392-PFC-07;F392-PFC-08;F392-PFC-09;F392-PFC-10,F392-STM-01;F392-STM-02;F392-STM-03;F392-STM-04;F392-STM-05
F393,Promotions,HR & Payroll,docs\03-modules\hr-payroll\features\F393-promotions.md,F393-CAP-001,F393-FLOW-001;F393-FLOW-002;F393-FLOW-003,F393-BR-001;F393-BR-002,F393-DATA-001;F393-DATA-002,F393-VAL-001;F393-VAL-002,F393-CALC-001,F393-UX-001;F393-UX-002,F393-SEC-001;F393-SEC-002,F393-INT-001;F393-INT-002,F393-API-001,F393-E2E-001;F393-E2E-002,F393-UAT-001;F393-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F393-PFC-01;F393-PFC-02;F393-PFC-03;F393-PFC-04;F393-PFC-05;F393-PFC-06;F393-PFC-07;F393-PFC-08;F393-PFC-09;F393-PFC-10,F393-STM-01;F393-STM-02;F393-STM-03;F393-STM-04;F393-STM-05
F394,Separation,HR & Payroll,docs\03-modules\hr-payroll\features\F394-separation.md,F394-CAP-001,F394-FLOW-001;F394-FLOW-002;F394-FLOW-003,F394-BR-001;F394-BR-002,F394-DATA-001;F394-DATA-002,F394-VAL-001;F394-VAL-002,F394-CALC-001,F394-UX-001;F394-UX-002,F394-SEC-001;F394-SEC-002,F394-INT-001;F394-INT-002,F394-API-001,F394-E2E-001;F394-E2E-002,F394-UAT-001;F394-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F394-PFC-01;F394-PFC-02;F394-PFC-03;F394-PFC-04;F394-PFC-05;F394-PFC-06;F394-PFC-07;F394-PFC-08;F394-PFC-09;F394-PFC-10,F394-STM-01;F394-STM-02;F394-STM-03;F394-STM-04;F394-STM-05
F395,Offboarding,HR & Payroll,docs\03-modules\hr-payroll\features\F395-offboarding.md,F395-CAP-001,F395-FLOW-001;F395-FLOW-002;F395-FLOW-003,F395-BR-001;F395-BR-002,F395-DATA-001;F395-DATA-002,F395-VAL-001;F395-VAL-002,F395-CALC-001,F395-UX-001;F395-UX-002,F395-SEC-001;F395-SEC-002,F395-INT-001;F395-INT-002,F395-API-001,F395-E2E-001;F395-E2E-002,F395-UAT-001;F395-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F395-PFC-01;F395-PFC-02;F395-PFC-03;F395-PFC-04;F395-PFC-05;F395-PFC-06;F395-PFC-07;F395-PFC-08;F395-PFC-09;F395-PFC-10,F395-STM-01;F395-STM-02;F395-STM-03;F395-STM-04;F395-STM-05
F396,Employee self-service,HR & Payroll,docs\03-modules\hr-payroll\features\F396-employee-self-service.md,F396-CAP-001,F396-FLOW-001;F396-FLOW-002;F396-FLOW-003,F396-BR-001;F396-BR-002,F396-DATA-001;F396-DATA-002,F396-VAL-001;F396-VAL-002,F396-CALC-001,F396-UX-001;F396-UX-002,F396-SEC-001;F396-SEC-002,F396-INT-001;F396-INT-002,F396-API-001,F396-E2E-001;F396-E2E-002,F396-UAT-001;F396-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F396-PFC-01;F396-PFC-02;F396-PFC-03;F396-PFC-04;F396-PFC-05;F396-PFC-06;F396-PFC-07;F396-PFC-08;F396-PFC-09;F396-PFC-10,F396-STM-01;F396-STM-02;F396-STM-03;F396-STM-04;F396-STM-05
F397,Job openings,HR & Payroll,docs\03-modules\hr-payroll\features\F397-job-openings.md,F397-CAP-001,F397-FLOW-001;F397-FLOW-002;F397-FLOW-003,F397-BR-001;F397-BR-002,F397-DATA-001;F397-DATA-002,F397-VAL-001;F397-VAL-002,F397-CALC-001,F397-UX-001;F397-UX-002,F397-SEC-001;F397-SEC-002,F397-INT-001;F397-INT-002,F397-API-001,F397-E2E-001;F397-E2E-002,F397-UAT-001;F397-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F397-PFC-01;F397-PFC-02;F397-PFC-03;F397-PFC-04;F397-PFC-05;F397-PFC-06;F397-PFC-07;F397-PFC-08;F397-PFC-09;F397-PFC-10,F397-STM-01;F397-STM-02;F397-STM-03;F397-STM-04;F397-STM-05
F398,Candidates,HR & Payroll,docs\03-modules\hr-payroll\features\F398-candidates.md,F398-CAP-001,F398-FLOW-001;F398-FLOW-002;F398-FLOW-003,F398-BR-001;F398-BR-002,F398-DATA-001;F398-DATA-002,F398-VAL-001;F398-VAL-002,F398-CALC-001,F398-UX-001;F398-UX-002,F398-SEC-001;F398-SEC-002,F398-INT-001;F398-INT-002,F398-API-001,F398-E2E-001;F398-E2E-002,F398-UAT-001;F398-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F398-PFC-01;F398-PFC-02;F398-PFC-03;F398-PFC-04;F398-PFC-05;F398-PFC-06;F398-PFC-07;F398-PFC-08;F398-PFC-09;F398-PFC-10,F398-STM-01;F398-STM-02;F398-STM-03;F398-STM-04;F398-STM-05
F399,Recruitment pipeline,HR & Payroll,docs\03-modules\hr-payroll\features\F399-recruitment-pipeline.md,F399-CAP-001,F399-FLOW-001;F399-FLOW-002;F399-FLOW-003,F399-BR-001;F399-BR-002,F399-DATA-001;F399-DATA-002,F399-VAL-001;F399-VAL-002,F399-CALC-001,F399-UX-001;F399-UX-002,F399-SEC-001;F399-SEC-002,F399-INT-001;F399-INT-002,F399-API-001,F399-E2E-001;F399-E2E-002,F399-UAT-001;F399-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F399-PFC-01;F399-PFC-02;F399-PFC-03;F399-PFC-04;F399-PFC-05;F399-PFC-06;F399-PFC-07;F399-PFC-08;F399-PFC-09;F399-PFC-10,F399-STM-01;F399-STM-02;F399-STM-03;F399-STM-04;F399-STM-05
F400,Interviews,HR & Payroll,docs\03-modules\hr-payroll\features\F400-interviews.md,F400-CAP-001,F400-FLOW-001;F400-FLOW-002;F400-FLOW-003,F400-BR-001;F400-BR-002,F400-DATA-001;F400-DATA-002,F400-VAL-001;F400-VAL-002,F400-CALC-001,F400-UX-001;F400-UX-002,F400-SEC-001;F400-SEC-002,F400-INT-001;F400-INT-002,F400-API-001,F400-E2E-001;F400-E2E-002,F400-UAT-001;F400-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F400-PFC-01;F400-PFC-02;F400-PFC-03;F400-PFC-04;F400-PFC-05;F400-PFC-06;F400-PFC-07;F400-PFC-08;F400-PFC-09;F400-PFC-10,F400-STM-01;F400-STM-02;F400-STM-03;F400-STM-04;F400-STM-05
F401,Offers,HR & Payroll,docs\03-modules\hr-payroll\features\F401-offers.md,F401-CAP-001,F401-FLOW-001;F401-FLOW-002;F401-FLOW-003,F401-BR-001;F401-BR-002,F401-DATA-001;F401-DATA-002,F401-VAL-001;F401-VAL-002,F401-CALC-001,F401-UX-001;F401-UX-002,F401-SEC-001;F401-SEC-002,F401-INT-001;F401-INT-002,F401-API-001,F401-E2E-001;F401-E2E-002,F401-UAT-001;F401-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F401-PFC-01;F401-PFC-02;F401-PFC-03;F401-PFC-04;F401-PFC-05;F401-PFC-06;F401-PFC-07;F401-PFC-08;F401-PFC-09;F401-PFC-10,F401-STM-01;F401-STM-02;F401-STM-03;F401-STM-04;F401-STM-05
F402,Candidate-to-employee conversion,HR & Payroll,docs\03-modules\hr-payroll\features\F402-candidate-to-employee-conversion.md,F402-CAP-001,F402-FLOW-001;F402-FLOW-002;F402-FLOW-003,F402-BR-001;F402-BR-002,F402-DATA-001;F402-DATA-002,F402-VAL-001;F402-VAL-002,F402-CALC-001,F402-UX-001;F402-UX-002,F402-SEC-001;F402-SEC-002,F402-INT-001;F402-INT-002,F402-API-001,F402-E2E-001;F402-E2E-002,F402-UAT-001;F402-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F402-PFC-01;F402-PFC-02;F402-PFC-03;F402-PFC-04;F402-PFC-05;F402-PFC-06;F402-PFC-07;F402-PFC-08;F402-PFC-09;F402-PFC-10,F402-STM-01;F402-STM-02;F402-STM-03;F402-STM-04;F402-STM-05
F403,Shifts,HR & Payroll,docs\03-modules\hr-payroll\features\F403-shifts.md,F403-CAP-001,F403-FLOW-001;F403-FLOW-002;F403-FLOW-003,F403-BR-001;F403-BR-002,F403-DATA-001;F403-DATA-002,F403-VAL-001;F403-VAL-002,F403-CALC-001,F403-UX-001;F403-UX-002,F403-SEC-001;F403-SEC-002,F403-INT-001;F403-INT-002,F403-API-001,F403-E2E-001;F403-E2E-002,F403-UAT-001;F403-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F403-PFC-01;F403-PFC-02;F403-PFC-03;F403-PFC-04;F403-PFC-05;F403-PFC-06;F403-PFC-07;F403-PFC-08;F403-PFC-09;F403-PFC-10,F403-STM-01;F403-STM-02;F403-STM-03;F403-STM-04;F403-STM-05
F404,Attendance,HR & Payroll,docs\03-modules\hr-payroll\features\F404-attendance.md,F404-CAP-001,F404-FLOW-001;F404-FLOW-002;F404-FLOW-003,F404-BR-001;F404-BR-002,F404-DATA-001;F404-DATA-002,F404-VAL-001;F404-VAL-002,F404-CALC-001,F404-UX-001;F404-UX-002,F404-SEC-001;F404-SEC-002,F404-INT-001;F404-INT-002,F404-API-001,F404-E2E-001;F404-E2E-002,F404-UAT-001;F404-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F404-PFC-01;F404-PFC-02;F404-PFC-03;F404-PFC-04;F404-PFC-05;F404-PFC-06;F404-PFC-07;F404-PFC-08;F404-PFC-09;F404-PFC-10,F404-STM-01;F404-STM-02;F404-STM-03;F404-STM-04;F404-STM-05
F405,Check-in and check-out,HR & Payroll,docs\03-modules\hr-payroll\features\F405-check-in-and-check-out.md,F405-CAP-001,F405-FLOW-001;F405-FLOW-002;F405-FLOW-003,F405-BR-001;F405-BR-002,F405-DATA-001;F405-DATA-002,F405-VAL-001;F405-VAL-002,F405-CALC-001,F405-UX-001;F405-UX-002,F405-SEC-001;F405-SEC-002,F405-INT-001;F405-INT-002,F405-API-001,F405-E2E-001;F405-E2E-002,F405-UAT-001;F405-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F405-PFC-01;F405-PFC-02;F405-PFC-03;F405-PFC-04;F405-PFC-05;F405-PFC-06;F405-PFC-07;F405-PFC-08;F405-PFC-09;F405-PFC-10,F405-STM-01;F405-STM-02;F405-STM-03;F405-STM-04;F405-STM-05
F406,Late arrival,HR & Payroll,docs\03-modules\hr-payroll\features\F406-late-arrival.md,F406-CAP-001,F406-FLOW-001;F406-FLOW-002;F406-FLOW-003,F406-BR-001;F406-BR-002,F406-DATA-001;F406-DATA-002,F406-VAL-001;F406-VAL-002,F406-CALC-001,F406-UX-001;F406-UX-002,F406-SEC-001;F406-SEC-002,F406-INT-001;F406-INT-002,F406-API-001,F406-E2E-001;F406-E2E-002,F406-UAT-001;F406-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F406-PFC-01;F406-PFC-02;F406-PFC-03;F406-PFC-04;F406-PFC-05;F406-PFC-06;F406-PFC-07;F406-PFC-08;F406-PFC-09;F406-PFC-10,F406-STM-01;F406-STM-02;F406-STM-03;F406-STM-04;F406-STM-05
F407,Early exit,HR & Payroll,docs\03-modules\hr-payroll\features\F407-early-exit.md,F407-CAP-001,F407-FLOW-001;F407-FLOW-002;F407-FLOW-003,F407-BR-001;F407-BR-002,F407-DATA-001;F407-DATA-002,F407-VAL-001;F407-VAL-002,F407-CALC-001,F407-UX-001;F407-UX-002,F407-SEC-001;F407-SEC-002,F407-INT-001;F407-INT-002,F407-API-001,F407-E2E-001;F407-E2E-002,F407-UAT-001;F407-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F407-PFC-01;F407-PFC-02;F407-PFC-03;F407-PFC-04;F407-PFC-05;F407-PFC-06;F407-PFC-07;F407-PFC-08;F407-PFC-09;F407-PFC-10,F407-STM-01;F407-STM-02;F407-STM-03;F407-STM-04;F407-STM-05
F408,Overtime,HR & Payroll,docs\03-modules\hr-payroll\features\F408-overtime.md,F408-CAP-001,F408-FLOW-001;F408-FLOW-002;F408-FLOW-003,F408-BR-001;F408-BR-002,F408-DATA-001;F408-DATA-002,F408-VAL-001;F408-VAL-002,F408-CALC-001,F408-UX-001;F408-UX-002,F408-SEC-001;F408-SEC-002,F408-INT-001;F408-INT-002,F408-API-001,F408-E2E-001;F408-E2E-002,F408-UAT-001;F408-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F408-PFC-01;F408-PFC-02;F408-PFC-03;F408-PFC-04;F408-PFC-05;F408-PFC-06;F408-PFC-07;F408-PFC-08;F408-PFC-09;F408-PFC-10,F408-STM-01;F408-STM-02;F408-STM-03;F408-STM-04;F408-STM-05
F409,Attendance regularization,HR & Payroll,docs\03-modules\hr-payroll\features\F409-attendance-regularization.md,F409-CAP-001,F409-FLOW-001;F409-FLOW-002;F409-FLOW-003,F409-BR-001;F409-BR-002,F409-DATA-001;F409-DATA-002,F409-VAL-001;F409-VAL-002,F409-CALC-001,F409-UX-001;F409-UX-002,F409-SEC-001;F409-SEC-002,F409-INT-001;F409-INT-002,F409-API-001,F409-E2E-001;F409-E2E-002,F409-UAT-001;F409-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F409-PFC-01;F409-PFC-02;F409-PFC-03;F409-PFC-04;F409-PFC-05;F409-PFC-06;F409-PFC-07;F409-PFC-08;F409-PFC-09;F409-PFC-10,F409-STM-01;F409-STM-02;F409-STM-03;F409-STM-04;F409-STM-05
F410,Leave types,HR & Payroll,docs\03-modules\hr-payroll\features\F410-leave-types.md,F410-CAP-001,F410-FLOW-001;F410-FLOW-002;F410-FLOW-003,F410-BR-001;F410-BR-002,F410-DATA-001;F410-DATA-002,F410-VAL-001;F410-VAL-002,F410-CALC-001,F410-UX-001;F410-UX-002,F410-SEC-001;F410-SEC-002,F410-INT-001;F410-INT-002,F410-API-001,F410-E2E-001;F410-E2E-002,F410-UAT-001;F410-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F410-PFC-01;F410-PFC-02;F410-PFC-03;F410-PFC-04;F410-PFC-05;F410-PFC-06;F410-PFC-07;F410-PFC-08;F410-PFC-09;F410-PFC-10,F410-STM-01;F410-STM-02;F410-STM-03;F410-STM-04;F410-STM-05
F411,Leave policies,HR & Payroll,docs\03-modules\hr-payroll\features\F411-leave-policies.md,F411-CAP-001,F411-FLOW-001;F411-FLOW-002;F411-FLOW-003,F411-BR-001;F411-BR-002,F411-DATA-001;F411-DATA-002,F411-VAL-001;F411-VAL-002,F411-CALC-001,F411-UX-001;F411-UX-002,F411-SEC-001;F411-SEC-002,F411-INT-001;F411-INT-002,F411-API-001,F411-E2E-001;F411-E2E-002,F411-UAT-001;F411-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F411-PFC-01;F411-PFC-02;F411-PFC-03;F411-PFC-04;F411-PFC-05;F411-PFC-06;F411-PFC-07;F411-PFC-08;F411-PFC-09;F411-PFC-10,F411-STM-01;F411-STM-02;F411-STM-03;F411-STM-04;F411-STM-05
F412,Leave balances,HR & Payroll,docs\03-modules\hr-payroll\features\F412-leave-balances.md,F412-CAP-001,F412-FLOW-001;F412-FLOW-002;F412-FLOW-003,F412-BR-001;F412-BR-002,F412-DATA-001;F412-DATA-002,F412-VAL-001;F412-VAL-002,F412-CALC-001,F412-UX-001;F412-UX-002,F412-SEC-001;F412-SEC-002,F412-INT-001;F412-INT-002,F412-API-001,F412-E2E-001;F412-E2E-002,F412-UAT-001;F412-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F412-PFC-01;F412-PFC-02;F412-PFC-03;F412-PFC-04;F412-PFC-05;F412-PFC-06;F412-PFC-07;F412-PFC-08;F412-PFC-09;F412-PFC-10,F412-STM-01;F412-STM-02;F412-STM-03;F412-STM-04;F412-STM-05
F413,Leave accrual,HR & Payroll,docs\03-modules\hr-payroll\features\F413-leave-accrual.md,F413-CAP-001,F413-FLOW-001;F413-FLOW-002;F413-FLOW-003,F413-BR-001;F413-BR-002,F413-DATA-001;F413-DATA-002,F413-VAL-001;F413-VAL-002,F413-CALC-001,F413-UX-001;F413-UX-002,F413-SEC-001;F413-SEC-002,F413-INT-001;F413-INT-002,F413-API-001,F413-E2E-001;F413-E2E-002,F413-UAT-001;F413-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F413-PFC-01;F413-PFC-02;F413-PFC-03;F413-PFC-04;F413-PFC-05;F413-PFC-06;F413-PFC-07;F413-PFC-08;F413-PFC-09;F413-PFC-10,F413-STM-01;F413-STM-02;F413-STM-03;F413-STM-04;F413-STM-05
F414,Carry-forward,HR & Payroll,docs\03-modules\hr-payroll\features\F414-carry-forward.md,F414-CAP-001,F414-FLOW-001;F414-FLOW-002;F414-FLOW-003,F414-BR-001;F414-BR-002,F414-DATA-001;F414-DATA-002,F414-VAL-001;F414-VAL-002,F414-CALC-001,F414-UX-001;F414-UX-002,F414-SEC-001;F414-SEC-002,F414-INT-001;F414-INT-002,F414-API-001,F414-E2E-001;F414-E2E-002,F414-UAT-001;F414-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F414-PFC-01;F414-PFC-02;F414-PFC-03;F414-PFC-04;F414-PFC-05;F414-PFC-06;F414-PFC-07;F414-PFC-08;F414-PFC-09;F414-PFC-10,F414-STM-01;F414-STM-02;F414-STM-03;F414-STM-04;F414-STM-05
F415,Holiday calendars,HR & Payroll,docs\03-modules\hr-payroll\features\F415-holiday-calendars.md,F415-CAP-001,F415-FLOW-001;F415-FLOW-002;F415-FLOW-003,F415-BR-001;F415-BR-002,F415-DATA-001;F415-DATA-002,F415-VAL-001;F415-VAL-002,F415-CALC-001,F415-UX-001;F415-UX-002,F415-SEC-001;F415-SEC-002,F415-INT-001;F415-INT-002,F415-API-001,F415-E2E-001;F415-E2E-002,F415-UAT-001;F415-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F415-PFC-01;F415-PFC-02;F415-PFC-03;F415-PFC-04;F415-PFC-05;F415-PFC-06;F415-PFC-07;F415-PFC-08;F415-PFC-09;F415-PFC-10,F415-STM-01;F415-STM-02;F415-STM-03;F415-STM-04;F415-STM-05
F416,Leave requests,HR & Payroll,docs\03-modules\hr-payroll\features\F416-leave-requests.md,F416-CAP-001,F416-FLOW-001;F416-FLOW-002;F416-FLOW-003,F416-BR-001;F416-BR-002,F416-DATA-001;F416-DATA-002,F416-VAL-001;F416-VAL-002,F416-CALC-001,F416-UX-001;F416-UX-002,F416-SEC-001;F416-SEC-002,F416-INT-001;F416-INT-002,F416-API-001,F416-E2E-001;F416-E2E-002,F416-UAT-001;F416-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F416-PFC-01;F416-PFC-02;F416-PFC-03;F416-PFC-04;F416-PFC-05;F416-PFC-06;F416-PFC-07;F416-PFC-08;F416-PFC-09;F416-PFC-10,F416-STM-01;F416-STM-02;F416-STM-03;F416-STM-04;F416-STM-05
F417,Leave approval,HR & Payroll,docs\03-modules\hr-payroll\features\F417-leave-approval.md,F417-CAP-001,F417-FLOW-001;F417-FLOW-002;F417-FLOW-003,F417-BR-001;F417-BR-002,F417-DATA-001;F417-DATA-002,F417-VAL-001;F417-VAL-002,F417-CALC-001,F417-UX-001;F417-UX-002,F417-SEC-001;F417-SEC-002,F417-INT-001;F417-INT-002,F417-API-001,F417-E2E-001;F417-E2E-002,F417-UAT-001;F417-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F417-PFC-01;F417-PFC-02;F417-PFC-03;F417-PFC-04;F417-PFC-05;F417-PFC-06;F417-PFC-07;F417-PFC-08;F417-PFC-09;F417-PFC-10,F417-STM-01;F417-STM-02;F417-STM-03;F417-STM-04;F417-STM-05
F418,Salary components,HR & Payroll,docs\03-modules\hr-payroll\features\F418-salary-components.md,F418-CAP-001,F418-FLOW-001;F418-FLOW-002;F418-FLOW-003,F418-BR-001;F418-BR-002,F418-DATA-001;F418-DATA-002,F418-VAL-001;F418-VAL-002,F418-CALC-001,F418-UX-001;F418-UX-002,F418-SEC-001;F418-SEC-002,F418-INT-001;F418-INT-002,F418-API-001,F418-E2E-001;F418-E2E-002,F418-UAT-001;F418-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F418-PFC-01;F418-PFC-02;F418-PFC-03;F418-PFC-04;F418-PFC-05;F418-PFC-06;F418-PFC-07;F418-PFC-08;F418-PFC-09;F418-PFC-10,F418-STM-01;F418-STM-02;F418-STM-03;F418-STM-04;F418-STM-05
