feature_id,feature_name,module,review_status,review_questions,owner_ai_role
F001,Leads,CRM,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F460,Cost centres,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F461,Departments / financial dimensions,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F462,Custom accounting dimensions,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F463,Customer invoices,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F464,Credit notes,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F465,Customer receipts,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F466,Payment allocation,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F467,Outstanding balances,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F468,AR aging,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F469,Customer statements,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F470,Credit control,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F471,Supplier invoices,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F472,Debit notes,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F473,Supplier payments,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F474,Supplier payment allocation,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F475,AP aging,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F476,Bank accounts,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F477,Cash accounts,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F478,Bank transactions,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F479,Bank reconciliation,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F480,Payment reconciliation,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F481,Tax codes,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F482,Tax calculation,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F483,GST,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F484,CGST / SGST / IGST,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F485,TDS,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F486,TCS,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F487,Tax reports,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F488,Budgets,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F489,Budget vs actual,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F490,Recurring journals,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F491,Accruals,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F492,Deferrals and prepayments,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F493,Revenue recognition,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F494,Multi-currency,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F495,Exchange rates,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F496,FX gains and losses,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F497,Intercompany,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F498,Multi-company,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F499,Consolidation,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F500,Financial close,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F501,Trial balance,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F502,Profit & Loss,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F503,Balance Sheet,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F504,Cash Flow Statement,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F505,General Ledger report,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F506,AR aging report,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F507,AP aging report,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F508,Cost-centre / dimension reports,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F509,Financial dashboards,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F510,Audit trail,Accounting / Finance,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
