feature_id,working_status,readiness_gate,research,requirements,design,domain,security,implementation,integration,e2e,responsive,accessibility,visual,uat,product_ready,blocking_issues,last_reviewed_on
F383,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F384,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F385,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F386,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F387,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F388,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F389,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F390,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F391,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F392,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F393,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F394,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F395,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F396,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F397,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F398,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F399,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F400,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F401,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F402,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F403,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F404,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F405,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F406,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F407,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F408,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F409,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F410,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F411,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F412,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F413,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F414,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F415,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F416,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F417,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F418,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F419,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F420,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F421,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F422,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F423,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F424,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F425,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F426,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F427,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F428,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F429,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F430,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F431,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F432,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F433,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F434,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F435,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F436,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F437,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F438,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F439,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F440,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F441,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F442,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F443,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F444,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F445,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F446,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F447,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F448,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F449,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F450,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F451,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F452,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F453,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F454,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F455,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F456,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F457,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F458,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F459,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F460,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F461,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F462,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F463,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F464,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F465,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F466,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F467,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F468,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F469,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F470,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F471,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F472,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F473,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F474,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F475,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F476,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F477,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F478,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F479,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F480,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F481,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F482,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F483,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F484,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F485,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F486,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F487,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F488,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F489,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F490,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F491,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F492,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F493,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F494,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F495,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F496,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F497,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F498,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F499,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F500,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F501,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F502,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F503,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F504,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F505,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F506,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F507,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F508,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
