feature_id,feature_name,module,web_classification,mobile_classification,offline_classification,desktop_authority,accessibility,status
F377,Agent performance,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F378,SLA reporting,Support / Customer Service,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F379,Ticket dashboards,Support / Customer Service,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F380,Complete audit trail,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F381,Employee master,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F382,Employee number,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F383,Departments,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F384,Designations,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F385,Reporting manager,HR & Payroll,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F386,Branch and location,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F387,Employment type,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F388,Employee documents,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F389,Joining,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F390,Probation,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F391,Confirmation,HR & Payroll,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F392,Transfers,HR & Payroll,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F393,Promotions,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F394,Separation,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F395,Offboarding,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F396,Employee self-service,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F397,Job openings,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F398,Candidates,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F399,Recruitment pipeline,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F400,Interviews,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F401,Offers,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F402,Candidate-to-employee conversion,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F403,Shifts,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F404,Attendance,HR & Payroll,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F405,Check-in and check-out,HR & Payroll,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F406,Late arrival,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F407,Early exit,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F408,Overtime,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F409,Attendance regularization,HR & Payroll,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F410,Leave types,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F411,Leave policies,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F412,Leave balances,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F413,Leave accrual,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F414,Carry-forward,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F415,Holiday calendars,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F416,Leave requests,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F417,Leave approval,HR & Payroll,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F418,Salary components,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F419,Earnings,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F420,Deductions,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F421,Salary structures,HR & Payroll,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F422,Employee compensation assignment,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F423,Payroll periods,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F424,Payroll calculation,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F425,Attendance-based payroll,HR & Payroll,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F426,Joining / separation proration,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F427,Overtime calculation,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F428,Bonus,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F429,Incentives,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F430,Reimbursements,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F431,Loans and salary advances,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F432,Arrears,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F433,Final settlement,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F434,Payroll approval,HR & Payroll,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F435,Payslips,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F436,Bank-transfer file,HR & Payroll,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F437,Payroll accounting posting,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F438,Payroll reconciliation,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F439,Provident Fund (PF),HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F440,ESIC,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F441,Professional Tax,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F442,TDS,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F443,Labour Welfare Fund where applicable,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F444,Gratuity,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F445,Statutory reports,HR & Payroll,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F446,State-specific statutory configuration,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F447,Payroll compliance reports,HR & Payroll,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F448,Goals,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F449,Appraisals,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F450,Performance reviews,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F451,Skills,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F452,Training,HR & Payroll,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F453,Chart of Accounts,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F454,General Ledger,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F455,Journal entries,Accounting / Finance,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F456,Double-entry enforcement,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F457,Fiscal years,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F458,Accounting periods,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F459,Period locks,Accounting / Finance,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F460,Cost centres,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F461,Departments / financial dimensions,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F462,Custom accounting dimensions,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F463,Customer invoices,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F464,Credit notes,Accounting / Finance,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F465,Customer receipts,Accounting / Finance,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F466,Payment allocation,Accounting / Finance,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F467,Outstanding balances,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F468,AR aging,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F469,Customer statements,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F470,Credit control,Accounting / Finance,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F471,Supplier invoices,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F472,Debit notes,Accounting / Finance,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F473,Supplier payments,Accounting / Finance,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F474,Supplier payment allocation,Accounting / Finance,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F475,AP aging,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F476,Bank accounts,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F477,Cash accounts,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F478,Bank transactions,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F479,Bank reconciliation,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F480,Payment reconciliation,Accounting / Finance,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F481,Tax codes,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F482,Tax calculation,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F483,GST,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F484,CGST / SGST / IGST,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F485,TDS,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F486,TCS,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F487,Tax reports,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F488,Budgets,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F489,Budget vs actual,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F490,Recurring journals,Accounting / Finance,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F491,Accruals,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F492,Deferrals and prepayments,Accounting / Finance,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F493,Revenue recognition,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F494,Multi-currency,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F495,Exchange rates,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F496,FX gains and losses,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F497,Intercompany,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F498,Multi-company,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F499,Consolidation,Accounting / Finance,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F500,Financial close,Accounting / Finance,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
