transition_id,feature_id,feature_name,module,semantic_family,machine_name,from_state,action,guard,to_state,invalid_transition_behavior,lock_strategy,idempotency_behavior,audit_event,downstream_event,reversal_transition,acceptance_test,status,reviewed_on
F402-STM-05,F402,Candidate-to-employee conversion,HR & Payroll,people_lifecycle,F402 implementation planning state machine,ENDED,rehire_or_correct,"controlled reactivation/correction valid; plus F402 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REHIRED_OR_CORRECTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F402 transition ENDED --rehire_or_correct--> REHIRED_OR_CORRECTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F402; otherwise reject reversal and document the alternative correction/reopen path.","Test valid ENDED->REHIRED_OR_CORRECTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F402.",FROZEN,2026-08-31
F403-STM-01,F403,Shifts,HR & Payroll,workforce_time,F403 implementation planning state machine,RECORDED_OR_REQUESTED,submit,"time/leave record complete; plus F403 permission/scope, semantic RULE/VAL requirements and current effective configuration.",PENDING_APPROVAL,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F403 transition RECORDED_OR_REQUESTED --submit--> PENDING_APPROVAL with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F403; otherwise reject reversal and document the alternative correction/reopen path.","Test valid RECORDED_OR_REQUESTED->PENDING_APPROVAL, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F403.",FROZEN,2026-08-31
F403-STM-02,F403,Shifts,HR & Payroll,workforce_time,F403 implementation planning state machine,PENDING_APPROVAL,approve,"manager/HR policy passes; plus F403 permission/scope, semantic RULE/VAL requirements and current effective configuration.",APPROVED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F403 transition PENDING_APPROVAL --approve--> APPROVED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F403; otherwise reject reversal and document the alternative correction/reopen path.","Test valid PENDING_APPROVAL->APPROVED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F403.",FROZEN,2026-08-31
F403-STM-03,F403,Shifts,HR & Payroll,workforce_time,F403 implementation planning state machine,APPROVED,lock_or_consume,"payroll/project cutoff reached; plus F403 permission/scope, semantic RULE/VAL requirements and current effective configuration.",LOCKED_OR_CONSUMED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F403 transition APPROVED --lock_or_consume--> LOCKED_OR_CONSUMED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F403; otherwise reject reversal and document the alternative correction/reopen path.","Test valid APPROVED->LOCKED_OR_CONSUMED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F403.",FROZEN,2026-08-31
F403-STM-04,F403,Shifts,HR & Payroll,workforce_time,F403 implementation planning state machine,PENDING_APPROVAL,reject,"authorized reason supplied; plus F403 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REJECTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F403 transition PENDING_APPROVAL --reject--> REJECTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F403; otherwise reject reversal and document the alternative correction/reopen path.","Test valid PENDING_APPROVAL->REJECTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F403.",FROZEN,2026-08-31
F403-STM-05,F403,Shifts,HR & Payroll,workforce_time,F403 implementation planning state machine,LOCKED_OR_CONSUMED,correct,"retro correction authorized; plus F403 permission/scope, semantic RULE/VAL requirements and current effective configuration.",CORRECTED_PENDING_RECONCILIATION,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F403 transition LOCKED_OR_CONSUMED --correct--> CORRECTED_PENDING_RECONCILIATION with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F403; otherwise reject reversal and document the alternative correction/reopen path.","Test valid LOCKED_OR_CONSUMED->CORRECTED_PENDING_RECONCILIATION, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F403.",FROZEN,2026-08-31
F404-STM-01,F404,Attendance,HR & Payroll,workforce_time,F404 implementation planning state machine,RECORDED_OR_REQUESTED,submit,"time/leave record complete; plus F404 permission/scope, semantic RULE/VAL requirements and current effective configuration.",PENDING_APPROVAL,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F404 transition RECORDED_OR_REQUESTED --submit--> PENDING_APPROVAL with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F404; otherwise reject reversal and document the alternative correction/reopen path.","Test valid RECORDED_OR_REQUESTED->PENDING_APPROVAL, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F404.",FROZEN,2026-08-31
F404-STM-02,F404,Attendance,HR & Payroll,workforce_time,F404 implementation planning state machine,PENDING_APPROVAL,approve,"manager/HR policy passes; plus F404 permission/scope, semantic RULE/VAL requirements and current effective configuration.",APPROVED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F404 transition PENDING_APPROVAL --approve--> APPROVED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F404; otherwise reject reversal and document the alternative correction/reopen path.","Test valid PENDING_APPROVAL->APPROVED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F404.",FROZEN,2026-08-31
F404-STM-03,F404,Attendance,HR & Payroll,workforce_time,F404 implementation planning state machine,APPROVED,lock_or_consume,"payroll/project cutoff reached; plus F404 permission/scope, semantic RULE/VAL requirements and current effective configuration.",LOCKED_OR_CONSUMED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F404 transition APPROVED --lock_or_consume--> LOCKED_OR_CONSUMED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F404; otherwise reject reversal and document the alternative correction/reopen path.","Test valid APPROVED->LOCKED_OR_CONSUMED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F404.",FROZEN,2026-08-31
F404-STM-04,F404,Attendance,HR & Payroll,workforce_time,F404 implementation planning state machine,PENDING_APPROVAL,reject,"authorized reason supplied; plus F404 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REJECTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F404 transition PENDING_APPROVAL --reject--> REJECTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F404; otherwise reject reversal and document the alternative correction/reopen path.","Test valid PENDING_APPROVAL->REJECTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F404.",FROZEN,2026-08-31
F404-STM-05,F404,Attendance,HR & Payroll,workforce_time,F404 implementation planning state machine,LOCKED_OR_CONSUMED,correct,"retro correction authorized; plus F404 permission/scope, semantic RULE/VAL requirements and current effective configuration.",CORRECTED_PENDING_RECONCILIATION,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F404 transition LOCKED_OR_CONSUMED --correct--> CORRECTED_PENDING_RECONCILIATION with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F404; otherwise reject reversal and document the alternative correction/reopen path.","Test valid LOCKED_OR_CONSUMED->CORRECTED_PENDING_RECONCILIATION, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F404.",FROZEN,2026-08-31
F405-STM-01,F405,Check-in and check-out,HR & Payroll,workforce_time,F405 implementation planning state machine,RECORDED_OR_REQUESTED,submit,"time/leave record complete; plus F405 permission/scope, semantic RULE/VAL requirements and current effective configuration.",PENDING_APPROVAL,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F405 transition RECORDED_OR_REQUESTED --submit--> PENDING_APPROVAL with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F405; otherwise reject reversal and document the alternative correction/reopen path.","Test valid RECORDED_OR_REQUESTED->PENDING_APPROVAL, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F405.",FROZEN,2026-08-31
F405-STM-02,F405,Check-in and check-out,HR & Payroll,workforce_time,F405 implementation planning state machine,PENDING_APPROVAL,approve,"manager/HR policy passes; plus F405 permission/scope, semantic RULE/VAL requirements and current effective configuration.",APPROVED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F405 transition PENDING_APPROVAL --approve--> APPROVED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F405; otherwise reject reversal and document the alternative correction/reopen path.","Test valid PENDING_APPROVAL->APPROVED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F405.",FROZEN,2026-08-31
F405-STM-03,F405,Check-in and check-out,HR & Payroll,workforce_time,F405 implementation planning state machine,APPROVED,lock_or_consume,"payroll/project cutoff reached; plus F405 permission/scope, semantic RULE/VAL requirements and current effective configuration.",LOCKED_OR_CONSUMED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F405 transition APPROVED --lock_or_consume--> LOCKED_OR_CONSUMED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F405; otherwise reject reversal and document the alternative correction/reopen path.","Test valid APPROVED->LOCKED_OR_CONSUMED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F405.",FROZEN,2026-08-31
F405-STM-04,F405,Check-in and check-out,HR & Payroll,workforce_time,F405 implementation planning state machine,PENDING_APPROVAL,reject,"authorized reason supplied; plus F405 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REJECTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F405 transition PENDING_APPROVAL --reject--> REJECTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F405; otherwise reject reversal and document the alternative correction/reopen path.","Test valid PENDING_APPROVAL->REJECTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F405.",FROZEN,2026-08-31
F405-STM-05,F405,Check-in and check-out,HR & Payroll,workforce_time,F405 implementation planning state machine,LOCKED_OR_CONSUMED,correct,"retro correction authorized; plus F405 permission/scope, semantic RULE/VAL requirements and current effective configuration.",CORRECTED_PENDING_RECONCILIATION,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F405 transition LOCKED_OR_CONSUMED --correct--> CORRECTED_PENDING_RECONCILIATION with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F405; otherwise reject reversal and document the alternative correction/reopen path.","Test valid LOCKED_OR_CONSUMED->CORRECTED_PENDING_RECONCILIATION, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F405.",FROZEN,2026-08-31
F406-STM-01,F406,Late arrival,HR & Payroll,workforce_time,F406 implementation planning state machine,RECORDED_OR_REQUESTED,submit,"time/leave record complete; plus F406 permission/scope, semantic RULE/VAL requirements and current effective configuration.",PENDING_APPROVAL,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F406 transition RECORDED_OR_REQUESTED --submit--> PENDING_APPROVAL with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F406; otherwise reject reversal and document the alternative correction/reopen path.","Test valid RECORDED_OR_REQUESTED->PENDING_APPROVAL, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F406.",FROZEN,2026-08-31
F406-STM-02,F406,Late arrival,HR & Payroll,workforce_time,F406 implementation planning state machine,PENDING_APPROVAL,approve,"manager/HR policy passes; plus F406 permission/scope, semantic RULE/VAL requirements and current effective configuration.",APPROVED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F406 transition PENDING_APPROVAL --approve--> APPROVED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F406; otherwise reject reversal and document the alternative correction/reopen path.","Test valid PENDING_APPROVAL->APPROVED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F406.",FROZEN,2026-08-31
F406-STM-03,F406,Late arrival,HR & Payroll,workforce_time,F406 implementation planning state machine,APPROVED,lock_or_consume,"payroll/project cutoff reached; plus F406 permission/scope, semantic RULE/VAL requirements and current effective configuration.",LOCKED_OR_CONSUMED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F406 transition APPROVED --lock_or_consume--> LOCKED_OR_CONSUMED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F406; otherwise reject reversal and document the alternative correction/reopen path.","Test valid APPROVED->LOCKED_OR_CONSUMED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F406.",FROZEN,2026-08-31
F406-STM-04,F406,Late arrival,HR & Payroll,workforce_time,F406 implementation planning state machine,PENDING_APPROVAL,reject,"authorized reason supplied; plus F406 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REJECTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F406 transition PENDING_APPROVAL --reject--> REJECTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F406; otherwise reject reversal and document the alternative correction/reopen path.","Test valid PENDING_APPROVAL->REJECTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F406.",FROZEN,2026-08-31
F406-STM-05,F406,Late arrival,HR & Payroll,workforce_time,F406 implementation planning state machine,LOCKED_OR_CONSUMED,correct,"retro correction authorized; plus F406 permission/scope, semantic RULE/VAL requirements and current effective configuration.",CORRECTED_PENDING_RECONCILIATION,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F406 transition LOCKED_OR_CONSUMED --correct--> CORRECTED_PENDING_RECONCILIATION with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F406; otherwise reject reversal and document the alternative correction/reopen path.","Test valid LOCKED_OR_CONSUMED->CORRECTED_PENDING_RECONCILIATION, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F406.",FROZEN,2026-08-31
F407-STM-01,F407,Early exit,HR & Payroll,workforce_time,F407 implementation planning state machine,RECORDED_OR_REQUESTED,submit,"time/leave record complete; plus F407 permission/scope, semantic RULE/VAL requirements and current effective configuration.",PENDING_APPROVAL,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F407 transition RECORDED_OR_REQUESTED --submit--> PENDING_APPROVAL with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F407; otherwise reject reversal and document the alternative correction/reopen path.","Test valid RECORDED_OR_REQUESTED->PENDING_APPROVAL, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F407.",FROZEN,2026-08-31
F407-STM-02,F407,Early exit,HR & Payroll,workforce_time,F407 implementation planning state machine,PENDING_APPROVAL,approve,"manager/HR policy passes; plus F407 permission/scope, semantic RULE/VAL requirements and current effective configuration.",APPROVED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F407 transition PENDING_APPROVAL --approve--> APPROVED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F407; otherwise reject reversal and document the alternative correction/reopen path.","Test valid PENDING_APPROVAL->APPROVED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F407.",FROZEN,2026-08-31
F407-STM-03,F407,Early exit,HR & Payroll,workforce_time,F407 implementation planning state machine,APPROVED,lock_or_consume,"payroll/project cutoff reached; plus F407 permission/scope, semantic RULE/VAL requirements and current effective configuration.",LOCKED_OR_CONSUMED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F407 transition APPROVED --lock_or_consume--> LOCKED_OR_CONSUMED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F407; otherwise reject reversal and document the alternative correction/reopen path.","Test valid APPROVED->LOCKED_OR_CONSUMED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F407.",FROZEN,2026-08-31
F407-STM-04,F407,Early exit,HR & Payroll,workforce_time,F407 implementation planning state machine,PENDING_APPROVAL,reject,"authorized reason supplied; plus F407 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REJECTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F407 transition PENDING_APPROVAL --reject--> REJECTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F407; otherwise reject reversal and document the alternative correction/reopen path.","Test valid PENDING_APPROVAL->REJECTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F407.",FROZEN,2026-08-31
F407-STM-05,F407,Early exit,HR & Payroll,workforce_time,F407 implementation planning state machine,LOCKED_OR_CONSUMED,correct,"retro correction authorized; plus F407 permission/scope, semantic RULE/VAL requirements and current effective configuration.",CORRECTED_PENDING_RECONCILIATION,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F407 transition LOCKED_OR_CONSUMED --correct--> CORRECTED_PENDING_RECONCILIATION with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F407; otherwise reject reversal and document the alternative correction/reopen path.","Test valid LOCKED_OR_CONSUMED->CORRECTED_PENDING_RECONCILIATION, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F407.",FROZEN,2026-08-31
F408-STM-01,F408,Overtime,HR & Payroll,workforce_time,F408 implementation planning state machine,RECORDED_OR_REQUESTED,submit,"time/leave record complete; plus F408 permission/scope, semantic RULE/VAL requirements and current effective configuration.",PENDING_APPROVAL,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F408 transition RECORDED_OR_REQUESTED --submit--> PENDING_APPROVAL with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F408; otherwise reject reversal and document the alternative correction/reopen path.","Test valid RECORDED_OR_REQUESTED->PENDING_APPROVAL, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F408.",FROZEN,2026-08-31
