requirement_id,source_register,feature_id,capability_id,module,requirement_type,title,ui_relevance,ui_archetype,route_or_surface,web_component,mobile_component,desktop_support,tablet_support,phone_support,offline_support,permission_behavior,field_security_behavior,loading_state,empty_state,no_results_state,validation_state,error_state,forbidden_state,stale_state,conflict_state,offline_state,sync_state,approval_behavior,audit_behavior,notification_behavior,reporting_behavior,ai_behavior,integration_behavior,background_job_behavior,design_status,implementation_status,test_status,storybook_story,e2e_test,accessibility_test,notes
F441-FR-003,F_REGISTER,F441,HR-CAP-008,HR & Payroll,FR,FR contract 3,DIRECT_UI,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,
F441-US-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,US,US contract 1,DIRECT_UI,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,
F441-FLOW-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,FLOW,FLOW contract 1,DIRECT_UI,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,
F441-FLOW-002,F_REGISTER,F441,HR-CAP-008,HR & Payroll,FLOW,FLOW contract 2,DIRECT_UI,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,
F441-FLOW-003,F_REGISTER,F441,HR-CAP-008,HR & Payroll,FLOW,FLOW contract 3,DIRECT_UI,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,
F441-BR-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,BR,BR contract 1,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,Business rule constrains which actions/fields the UI may expose or validate; the rule itself lives server-side.
F441-BR-002,F_REGISTER,F441,HR-CAP-008,HR & Payroll,BR,BR contract 2,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,Business rule constrains which actions/fields the UI may expose or validate; the rule itself lives server-side.
F441-DATA-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,DATA,DATA contract 1,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,Data-model requirement; affects which fields/columns render but is not itself a screen.
F441-DATA-002,F_REGISTER,F441,HR-CAP-008,HR & Payroll,DATA,DATA contract 2,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,Data-model requirement; affects which fields/columns render but is not itself a screen.
F441-VAL-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,VAL,VAL contract 1,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,"Validation requirement surfaces as a field/form error state, not a distinct screen."
F441-VAL-002,F_REGISTER,F441,HR-CAP-008,HR & Payroll,VAL,VAL contract 2,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,"Validation requirement surfaces as a field/form error state, not a distinct screen."
F441-CALC-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,CALC,CALC contract 1,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,Calculation is performed server-side; the UI only displays/derives from the result.
F441-UX-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,UX,UX contract 1,DIRECT_UI,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,
F441-UX-002,F_REGISTER,F441,HR-CAP-008,HR & Payroll,UX,UX contract 2,DIRECT_UI,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,
F441-SEC-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,SEC,SEC contract 1,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,REQUIRED_EXPLICIT,REQUIRED_EXPLICIT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,"Security/permission requirement surfaces as forbidden/masked/read-only UI state, enforced authoritatively server-side."
F441-SEC-002,F_REGISTER,F441,HR-CAP-008,HR & Payroll,SEC,SEC contract 2,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,REQUIRED_EXPLICIT,REQUIRED_EXPLICIT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,"Security/permission requirement surfaces as forbidden/masked/read-only UI state, enforced authoritatively server-side."
F441-AUTO-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,AUTO,AUTO contract 1,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,"Automation runs server-side; the UI surfaces its progress/result, not the automation itself."
F441-APP-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,APP,APP contract 1,DIRECT_UI,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,
F441-APP-002,F_REGISTER,F441,HR-CAP-008,HR & Payroll,APP,APP contract 2,DIRECT_UI,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,
F441-NOTIF-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,NOTIF,NOTIF contract 1,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,"Notification delivery is a platform (SP017) concern surfaced via the shared notification panel, not a per-feature screen."
F441-REP-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,REP,REP contract 1,DIRECT_UI,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,
F441-AI-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,AI,AI contract 1,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,"AI behavior is surfaced via the shared AI recommendation/explanation/provenance pattern (SP036), not a dedicated per-feature screen."
F441-AI-002,F_REGISTER,F441,HR-CAP-008,HR & Payroll,AI,AI contract 2,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,"AI behavior is surfaced via the shared AI recommendation/explanation/provenance pattern (SP036), not a dedicated per-feature screen."
F441-INT-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,INT,INT contract 1,NO_DIRECT_UI,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,,Integration/external-system contract; no direct end-user screen unless a dossier explicitly calls for an admin configuration UI (tracked separately under SP025).
F441-INT-002,F_REGISTER,F441,HR-CAP-008,HR & Payroll,INT,INT contract 2,NO_DIRECT_UI,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,,Integration/external-system contract; no direct end-user screen unless a dossier explicitly calls for an admin configuration UI (tracked separately under SP025).
F441-API-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,API,API contract 1,NO_DIRECT_UI,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,,API/transport contract requirement; consumed by the UI but is not itself a UI decision.
F441-PERF-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,PERF,PERF contract 1,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,Performance budget; surfaces as loading/skeleton/virtualization behavior rather than a distinct screen.
F441-PERF-002,F_REGISTER,F441,HR-CAP-008,HR & Payroll,PERF,PERF contract 2,AFFECTS_UI_STATE,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,Performance budget; surfaces as loading/skeleton/virtualization behavior rather than a distinct screen.
F441-OBS-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,OBS,OBS contract 1,NO_DIRECT_UI,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,,"Observability/telemetry requirement; operator-facing only via SP030 diagnostics surfaces, not this feature's own UI."
F441-OBS-002,F_REGISTER,F441,HR-CAP-008,HR & Payroll,OBS,OBS contract 2,NO_DIRECT_UI,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,,"Observability/telemetry requirement; operator-facing only via SP030 diagnostics surfaces, not this feature's own UI."
F441-E2E-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,E2E,E2E contract 1,NO_DIRECT_UI,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,,"Test-authoring requirement (the acceptance test itself), not a UI design decision."
F441-E2E-002,F_REGISTER,F441,HR-CAP-008,HR & Payroll,E2E,E2E contract 2,NO_DIRECT_UI,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,,"Test-authoring requirement (the acceptance test itself), not a UI design decision."
F441-UAT-001,F_REGISTER,F441,HR-CAP-008,HR & Payroll,UAT,UAT contract 1,NO_DIRECT_UI,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,,"Human user-acceptance-test requirement, not a UI design decision."
F441-UAT-002,F_REGISTER,F441,HR-CAP-008,HR & Payroll,UAT,UAT contract 2,NO_DIRECT_UI,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,,"Human user-acceptance-test requirement, not a UI design decision."
F442-CAP-001,F_REGISTER,F442,HR-CAP-008,HR & Payroll,CAP,CAP contract 1,DIRECT_UI,,,,,FULL,FULL,FIELD_OPTIMIZED,NOT_APPLICABLE,INHERITED_RECORD_SCOPE,NOT_APPLICABLE,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,REQUIRED_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,
