feature_id,historical_index,scope,module,category,feature_number,feature_name,source_section,status,uat_status,priority,ui_evidence,service_evidence,database_evidence,permission_evidence,test_evidence,cross_module_evidence,primary_gap,secondary_gap,blocker_type,recommended_prompt,notes
MFG-037,864,module,Manufacturing,Work orders and execution,37,Backflushing,Work orders and execution,FOUNDATION_ONLY,NOT_READY,P2,,,"tenant.manufacturing_settings.backflush_materials, tenant.manufacturing_bom_components.issue_method, tenant.manufacturing_work_order_materials.issue_method",,,,backflush_materials and issue_method columns are stored but never read/branched on anywhere in postProduction (grep-confirmed); actual behavior — auto-consuming components proportionally on every production posting — is unconditional and not gated by this setting,,MISSING_SERVICE,42,Confirmed in Prompt 11 (MFG-009): dead toggle.
MFG-038,865,module,Manufacturing,Work orders and execution,38,Operation sequencing,Work orders and execution,FOUNDATION_ONLY,NOT_READY,P1,,services/api/src/manufacturing/index.js:createWorkOrder inserts operations ordered by sequence (lines ~289-308); no function anywhere transitions an operation's status,tenant.manufacturing_work_order_operations.sequence/status,,,"Because manufacturing_settings.require_operation_completion defaults to true, this permanently blocks postProduction for any work order created with a routingId attached — a real functional bug flagged in Prompt 11 (MFG-008)","Operations are created in sequence order at work-order creation, but nothing ever progresses an operation past 'pending' — no completeOperation/startOperation function exists anywhere in the codebase",,MISSING_SERVICE,42,Real gap with a downstream consequence beyond just 'incomplete feature': it silently blocks a routing-attached work order's production posting forever unless the org disables require_operation_completion.
MFG-039,866,module,Manufacturing,Work orders and execution,39,Job cards,Work orders and execution,MISSING,NOT_READY,P1,,,tenant.manufacturing_work_order_operations (rows exist but are never rendered/managed as an executable document),,,,No job-card document/entity or UI exists,,MISSING_SERVICE,42,
MFG-040,867,module,Manufacturing,Work orders and execution,40,Work instructions,Work orders and execution,FOUNDATION_ONLY,NOT_READY,P2,,,tenant.manufacturing_routing_operations.instructions,,,,"instructions column exists on routing_operations but is unreachable — routings can never be created through the app, and there is no UI to view instructions even if seeded directly",,MISSING_SERVICE,42,
MFG-041,868,module,Manufacturing,Work orders and execution,41,Labour-time capture,Work orders and execution,FOUNDATION_ONLY,NOT_READY,P2,,,tenant.manufacturing_work_order_operations.actual_minutes,,,,actual_minutes column exists but no application code ever writes to it — no time-capture function exists,,MISSING_SERVICE,42,
MFG-042,869,module,Manufacturing,Work orders and execution,42,Machine-time capture,Work orders and execution,MISSING,NOT_READY,P2,,,,,,,"No column or field distinguishes machine time from the single generic actual_minutes bucket, and that bucket is itself never written",,MISSING_DB,42,
MFG-043,870,module,Manufacturing,Work orders and execution,43,Setup-time capture,Work orders and execution,MISSING,NOT_READY,P2,,,,,,,"Only planned setup_minutes exists (on routing_operations, itself unreachable); there is no actual setup-time capture field or function",,MISSING_DB,42,
MFG-044,871,module,Manufacturing,Work orders and execution,44,Production quantity reporting,Work orders and execution,PARTIAL,LIMITED,P1,"apps/web/src/app/(app)/manufacturing/page.tsx, apps/web/src/components/manufacturing/manufacturing-dashboard.tsx",services/api/src/manufacturing/index.js:getManufacturingDashboard (real SQL aggregating quantity_planned/quantity_completed),tenant.manufacturing_work_orders,manufacturing.view,,,Dashboard shows only aggregate active/planned/completed work-order counts and a single remaining_quantity figure — no per-work-order or per-item production-quantity report or drill-down,,MISSING_SERVICE,42,
MFG-045,872,module,Manufacturing,Work orders and execution,45,Partial completion,Work orders and execution,PARTIAL,LIMITED,P1,,"services/api/src/manufacturing/index.js:postProduction genuinely supports posting less than the full planned quantity, transitioning status to 'in_progress' until fully complete",tenant.manufacturing_work_orders.quantity_completed,manufacturing.production.post,services/api/tests/manufacturing-stock-integrity.test.mjs,,No UI to trigger partial-completion postings — API-only,,MISSING_UI,42,Explicitly tested (posts quantity=10 against quantity_planned=100 and confirms status stays in_progress).
MFG-046,873,module,Manufacturing,Work orders and execution,46,Scrap and rework,Work orders and execution,MISSING,NOT_READY,P1,,,"tenant.manufacturing_work_orders.quantity_scrapped, tenant.manufacturing_production_postings (posting_type='scrap')",manufacturing.scrap.post (unused),,,No code ever writes quantity_scrapped or posts a scrap-type production posting; no rework-order concept exists at all,,MISSING_SERVICE,42,Confirmed in Prompt 11 (MFG-010).
MFG-047,874,module,Manufacturing,Work orders and execution,47,Production receipt,Work orders and execution,PARTIAL,LIMITED,P1,,"services/api/src/manufacturing/index.js:postProduction finished-goods receipt (lines ~534-577), routes through canonical postStockMovement",tenant.manufacturing_production_postings (posting_type='production_receipt'),manufacturing.production.post,services/api/tests/manufacturing-stock-integrity.test.mjs,Confirmed by Prompt 12: correctly increases tenant.stock_balances and preserves serial_id for serial-tracked finished goods,No UI action to trigger a production receipt — API-only,,MISSING_UI,43,Backend is genuinely correct and tested; only the UI is missing.
MFG-048,875,module,Manufacturing,Work orders and execution,48,Shop-floor terminals,Work orders and execution,MISSING,NOT_READY,P2,,,,,,,No kiosk/terminal-mode UI exists; the generic web UI is read-only anyway,,MISSING_UI,43,
MFG-049,876,module,Manufacturing,Work orders and execution,49,Mobile shop-floor execution,Work orders and execution,MISSING,NOT_READY,P2,,,,,,,apps/mobile has zero Manufacturing screens or routes,Confirmed absent from apps/mobile — no mobile presence for Manufacturing at all,MISSING_UI,43,Consistent with the program's known fact that apps/mobile has no Manufacturing presence.
MFG-050,877,module,Manufacturing,Work orders and execution,50,Shift handover,Work orders and execution,MISSING,NOT_READY,P3,,,,,,,"No shift entity, handover note, or related table/UI exists",,MISSING_DB,43,
MFG-051,878,module,Manufacturing,Shop-floor control,51,Real-time production status,Shop-floor control,PARTIAL,LIMITED,P1,"apps/web/src/app/(app)/manufacturing/page.tsx, apps/web/src/components/manufacturing/manufacturing-dashboard.tsx",services/api/src/manufacturing/index.js:getManufacturingDashboard (active/planned/completed work-order counts + material-shortage count via a real join),"tenant.manufacturing_work_orders, tenant.manufacturing_work_order_materials, tenant.stock_balances",manufacturing.view,,,"Dashboard is server-rendered per page load (force-dynamic), not a live/streaming status feed; limited to 4 aggregate tiles with no per-work-center or per-operation status",,MISSING_SERVICE,43,
MFG-052,879,module,Manufacturing,Shop-floor control,52,Work-centre queues,Shop-floor control,MISSING,NOT_READY,P2,,,,,,,No query aggregates operations per work center as a queue; work centers cannot even be created,,MISSING_SERVICE,43,
MFG-053,880,module,Manufacturing,Shop-floor control,53,Dispatch lists,Shop-floor control,MISSING,NOT_READY,P2,,,,,,,No dispatch-list generation or view exists,,MISSING_SERVICE,43,
MFG-054,881,module,Manufacturing,Shop-floor control,54,Machine status,Shop-floor control,FOUNDATION_ONLY,NOT_READY,P2,,,tenant.manufacturing_work_centers.status (active/inactive/maintenance),,,,"status column exists in schema but work centers can never be created or updated by any app code, and nothing displays this status",,MISSING_SERVICE,43,
MFG-055,882,module,Manufacturing,Shop-floor control,55,Downtime reasons,Shop-floor control,MISSING,NOT_READY,P2,,,,,,,"No downtime-reason table, field, or capture path exists anywhere",,MISSING_DB,43,
MFG-056,883,module,Manufacturing,Shop-floor control,56,Operator assignment,Shop-floor control,MISSING,NOT_READY,P2,,,tenant.manufacturing_work_order_operations.completed_by (post-hoc only),,,,"completed_by captures who completed an operation, but there is no pre-execution assignment field or logic, and no operation-completion function exists at all to populate it",,MISSING_SERVICE,43,
MFG-057,884,module,Manufacturing,Shop-floor control,57,Production alerts,Shop-floor control,MISSING,NOT_READY,P2,,,,,,,Confirmed in Prompt 8: My Work's Exceptions aggregator has no Manufacturing-specific exception category (only Finance/Procurement/Support/Quality),No production-alert generation or delivery mechanism exists,,43,CROSS_MODULE_GAP
MFG-058,885,module,Manufacturing,Shop-floor control,58,Bottleneck visibility,Shop-floor control,MISSING,NOT_READY,P2,,,,,,,No bottleneck-detection logic exists (would require capacity/queue data that itself doesn't exist),,MISSING_SERVICE,43,
MFG-059,886,module,Manufacturing,Shop-floor control,59,OEE tracking,Shop-floor control,MISSING,NOT_READY,P2,,,,,,,No OEE calculation anywhere in the codebase (grep-confirmed zero matches for 'OEE'),,MISSING_SERVICE,43,
MFG-060,887,module,Manufacturing,Shop-floor control,60,Andon-board integration,Shop-floor control,MISSING,NOT_READY,P3,,,,,,,No andon-board or escalation-signal integration anywhere (grep-confirmed),,MISSING_INTEGRATION,43,
MFG-061,888,module,Manufacturing,Shop-floor control,61,Digital work instructions,Shop-floor control,MISSING,NOT_READY,P2,,,,,,,"No real-time digital delivery of instructions to a shop-floor device exists; overlaps the schema-only instructions field (feature 40), which is itself unreachable",,MISSING_SERVICE,43,
MFG-062,889,module,Manufacturing,Shop-floor control,62,Drawing and document access,Shop-floor control,MISSING,NOT_READY,P2,,,,,,,No document-engine integration for manufacturing — grep of packages/document-engine/src and packages/workflows/src for 'manufacturing' returned zero matches,,MISSING_INTEGRATION,44,
MFG-063,890,module,Manufacturing,Material and traceability,63,Raw-material issue,Material and traceability,PARTIAL,LIMITED,P1,,services/api/src/manufacturing/index.js:postProduction material-issue loop,tenant.manufacturing_production_postings (posting_type='material_issue'),manufacturing.production.post,services/api/tests/manufacturing-stock-integrity.test.mjs,,No UI action to trigger a material issue — API-only,,MISSING_UI,44,Same evidence/backend as feature 36 (Material issue).
MFG-064,891,module,Manufacturing,Material and traceability,64,Lot and serial tracking,Material and traceability,PARTIAL,LIMITED,P1,,services/api/src/manufacturing/index.js:postProduction preserves batch_id/serial_id through canonical stock postings for both material issue and finished-goods receipt,"tenant.manufacturing_work_order_materials.batch_id, tenant.manufacturing_production_postings.batch_id/serial_id",,services/api/tests/manufacturing-stock-integrity.test.mjs,,No lot/serial genealogy report or trace query exists — data is captured correctly but never surfaced to a user,,MISSING_SERVICE,44,Confirmed in Prompt 11 (MFG-011); serial_id preservation is explicitly unit-tested.
MFG-065,892,module,Manufacturing,Material and traceability,65,Batch genealogy,Material and traceability,MISSING,NOT_READY,P1,,,,,,,No genealogy report or parent-child batch relationship tracking exists,,MISSING_SERVICE,44,
MFG-066,893,module,Manufacturing,Material and traceability,66,Ingredient and component traceability,Material and traceability,FOUNDATION_ONLY,NOT_READY,P1,,,"tenant.manufacturing_work_order_materials.batch_id, tenant.manufacturing_production_postings.batch_id",,,,"Component-batch consumption is genuinely recorded on every material-issue posting, but no trace/where-used report ever queries it — a user cannot ask 'which component batches went into this finished-goods lot' through any UI or API",,MISSING_SERVICE,44,
MFG-067,894,module,Manufacturing,Material and traceability,67,Expiry and shelf-life control,Material and traceability,MISSING,NOT_READY,P1,,,,,,,No expiry_date/shelf-life field exists anywhere in the tenant schema for stock or manufacturing batches (grep-confirmed),,MISSING_DB,44,
MFG-068,895,module,Manufacturing,Material and traceability,68,WIP tracking,Material and traceability,PARTIAL,LIMITED,P2,,services/api/src/manufacturing/index.js:createWorkOrder requires wip_warehouse_id; postProduction issues materials from/through it,tenant.manufacturing_work_orders.wip_warehouse_id (required),,,,"No dedicated WIP quantity/value report exists — 'WIP' is only a warehouse-ID field used as the material-issue source, not a tracked inventory bucket with its own report",,MISSING_SERVICE,44,
MFG-069,896,module,Manufacturing,Material and traceability,69,Production warehouse management,Material and traceability,PARTIAL,LIMITED,P2,,services/api/src/manufacturing/index.js:createWorkOrder validates and stores wip_warehouse_id/finished_goods_warehouse_id; postProduction correctly routes movements to them,tenant.manufacturing_work_orders.wip_warehouse_id/finished_goods_warehouse_id,,services/api/tests/manufacturing-stock-integrity.test.mjs,"Test explicitly verifies correct warehouse context flows from the work order into the canonical stock posting, not a hardcoded default","No UI to configure or view production warehouses — API-only, no dedicated management screen",,MISSING_UI,44,
MFG-070,897,module,Manufacturing,Material and traceability,70,Material substitution,Material and traceability,MISSING,NOT_READY,P2,,,,,,,No substitute-item field or swap logic exists on BOM components or work-order materials,,MISSING_DB,44,
MFG-071,898,module,Manufacturing,Material and traceability,71,Material return,Material and traceability,FOUNDATION_ONLY,NOT_READY,P1,,,"tenant.manufacturing_production_postings (posting_type='material_return' enum value), tenant.manufacturing_work_order_materials.returned_quantity",,,,"No service function ever posts a material_return-type posting or updates returned_quantity — schema exists, zero application code writes it",,MISSING_SERVICE,44,
MFG-072,899,module,Manufacturing,Material and traceability,72,Scrap recovery,Material and traceability,MISSING,NOT_READY,P2,,,,,,,No scrap-recovery/salvage logic exists; scrap itself is never posted in the first place (feature 46),,MISSING_SERVICE,44,
MFG-073,900,module,Manufacturing,Material and traceability,73,Recall support,Material and traceability,MISSING,NOT_READY,P1,,,,,,,No recall workflow tied to manufacturing batches exists anywhere (grep-confirmed zero matches for 'recall'),,MISSING_SERVICE,44,
MFG-074,901,module,Manufacturing,Quality and maintenance integration,74,Incoming inspection,Quality and maintenance integration,MISSING,NOT_READY,P1,,,,,,,No FK/reference from any manufacturing table to any quality_* table — confirmed in Prompt 11 (MFG-012),No integration point exists for gating manufacturing material receipt on an incoming inspection result,,44,CROSS_MODULE_GAP
MFG-075,902,module,Manufacturing,Quality and maintenance integration,75,In-process inspection,Quality and maintenance integration,MISSING,NOT_READY,P1,,,,,,,No FK/reference from any manufacturing table to any quality_* table,No in-process inspection gate exists on any manufacturing operation,,44,CROSS_MODULE_GAP
MFG-076,903,module,Manufacturing,Quality and maintenance integration,76,Final inspection,Quality and maintenance integration,MISSING,NOT_READY,P1,,,,,,,No FK/reference from any manufacturing table to any quality_* table,postProduction's finished-goods receipt has no quality-gate check before crediting stock,,44,CROSS_MODULE_GAP
MFG-077,904,module,Manufacturing,Quality and maintenance integration,77,Quality holds,Quality and maintenance integration,MISSING,NOT_READY,P1,,,tenant.quality_holds (exists in the Quality module),quality.hold (unused),,"Confirmed in Prompt 11 (QUAL-009): quality holds are advisory-only — zero references to quality_hold in stock, procurement, or manufacturing modules; no release function exists either",A quality hold cannot block or reference any manufacturing work order or posting,,CROSS_MODULE_GAP,45,
MFG-078,905,module,Manufacturing,Quality and maintenance integration,78,Non-conformance,Quality and maintenance integration,MISSING,NOT_READY,P2,,,,,,,No non-conformance linkage from manufacturing to Quality's NC records,,CROSS_MODULE_GAP,45,
MFG-079,906,module,Manufacturing,Quality and maintenance integration,79,Rework orders,Quality and maintenance integration,MISSING,NOT_READY,P2,,,,,,,No rework-order entity exists distinct from a standard work order,,MISSING_SERVICE,45,
MFG-080,907,module,Manufacturing,Quality and maintenance integration,80,Machine maintenance requests,Quality and maintenance integration,MISSING,NOT_READY,P2,,,,,,,No FK from work_centers to asset_maintenance_orders/assets — confirmed in Prompt 11 (MFG-013),No maintenance-request creation path from a manufacturing work center or machine,,45,CROSS_MODULE_GAP
MFG-081,908,module,Manufacturing,Quality and maintenance integration,81,Preventive maintenance integration,Quality and maintenance integration,MISSING,NOT_READY,P2,,,,,,,No FK from work_centers to assets/maintenance schedules,No preventive-maintenance schedule or trigger tied to manufacturing equipment,,45,CROSS_MODULE_GAP
MFG-082,909,module,Manufacturing,Quality and maintenance integration,82,Calibration verification,Quality and maintenance integration,MISSING,NOT_READY,P2,,,,,,,"No calibration concept exists anywhere in the codebase, not just unlinked from manufacturing (grep-confirmed zero matches for 'calibrat')",,MISSING_DB,45,
MFG-083,910,module,Manufacturing,Costing,83,Standard production cost,Costing,MISSING,NOT_READY,P1,,,"tenant.manufacturing_cost_snapshots (material_cost, labor_cost, overhead_cost, subcontract_cost, scrap_cost, total_cost, cost_per_unit, snapshot_type incl. 'planned')",manufacturing.costing.view (unused),,,Zero application code writes to manufacturing_cost_snapshots — no costing computation exists anywhere,,MISSING_SERVICE,45,Confirmed in Prompt 11 (MFG-014): pure dead schema.
MFG-084,911,module,Manufacturing,Costing,84,Actual production cost,Costing,MISSING,NOT_READY,P1,,,tenant.manufacturing_cost_snapshots (snapshot_type incl. 'actual'/'completion'),manufacturing.costing.view (unused),,,Same dead table as feature 83 — zero code writes an actual-cost snapshot,,MISSING_SERVICE,45,
MFG-085,912,module,Manufacturing,Costing,85,Labour cost,Costing,MISSING,NOT_READY,P2,,,"tenant.manufacturing_cost_snapshots.labor_cost, tenant.manufacturing_work_centers.hourly_rate",,,,"hourly_rate exists but is never multiplied by any captured time, since actual time-capture (feature 41) is itself never written",,MISSING_SERVICE,45,
MFG-086,913,module,Manufacturing,Costing,86,Machine overhead,Costing,MISSING,NOT_READY,P2,,,"tenant.manufacturing_cost_snapshots.overhead_cost, tenant.manufacturing_work_centers.overhead_rate",,,,overhead_rate column exists but is never read or applied in any calculation,,MISSING_SERVICE,45,
MFG-087,914,module,Manufacturing,Costing,87,Material overhead,Costing,MISSING,NOT_READY,P2,,,,,,,No material-overhead allocation rate or calculation exists anywhere in the costing code — only direct material/labour are referenced.,"No material-overhead calculation exists; material unit costs are supplied directly by the caller at posting time (input.materialUnitCosts), not computed",,45,MISSING_SERVICE
MFG-088,915,module,Manufacturing,Costing,88,Subcontracting cost,Costing,MISSING,NOT_READY,P2,,,tenant.manufacturing_cost_snapshots.subcontract_cost,,,,Column exists but unused; there is no subcontract PO/receipt flow to generate a cost from,,MISSING_SERVICE,45,
MFG-089,916,module,Manufacturing,Costing,89,By-product cost allocation,Costing,MISSING,NOT_READY,P3,,,,,,,"No by-product concept exists at all (feature 7), so no cost allocation across outputs is possible",,MISSING_SERVICE,45,
MFG-090,917,module,Manufacturing,Costing,90,Cost roll-up,Costing,MISSING,NOT_READY,P1,,,,,,,No BOM cost roll-up calculation (component cost × quantity aggregated up the structure) exists anywhere,,MISSING_SERVICE,45,
MFG-091,918,module,Manufacturing,Costing,91,Production variance,Costing,MISSING,NOT_READY,P1,,,,,,,No planned-vs-actual cost variance query or report exists — confirmed in Prompt 11 (MFG-015),,MISSING_SERVICE,45,
MFG-092,919,module,Manufacturing,Costing,92,Scrap and rework cost,Costing,MISSING,NOT_READY,P2,,,tenant.manufacturing_cost_snapshots.scrap_cost,,,,"Column exists but unused; scrap itself is never posted (feature 46), so there is no scrap event to cost",,MISSING_SERVICE,46,
MFG-093,920,module,Manufacturing,Costing,93,Work-in-progress valuation,Costing,MISSING,NOT_READY,P1,,,,,,,No WIP valuation report exists; manufacturing_cost_snapshots is entirely unused,,MISSING_SERVICE,46,
MFG-094,921,module,Manufacturing,Costing,94,Manufacturing profitability,Costing,MISSING,NOT_READY,P2,,,,,,,No profitability calculation or report tied to manufacturing output exists,,MISSING_SERVICE,46,
MFG-095,922,module,Manufacturing,Manufacturing analytics,95,Production output,Manufacturing analytics,PARTIAL,LIMITED,P2,"apps/web/src/app/(app)/manufacturing/page.tsx, apps/web/src/components/manufacturing/manufacturing-dashboard.tsx",services/api/src/manufacturing/index.js:getManufacturingDashboard,tenant.manufacturing_work_orders,manufacturing.view,,,"Limited to aggregate dashboard tiles (completed_work_orders count, remaining_quantity); no per-item/per-work-order output report",,MISSING_SERVICE,46,
MFG-096,923,module,Manufacturing,Manufacturing analytics,96,Plan versus actual,Manufacturing analytics,PARTIAL,LIMITED,P2,"apps/web/src/app/(app)/manufacturing/page.tsx, apps/web/src/components/manufacturing/manufacturing-dashboard.tsx",services/api/src/manufacturing/index.js:getManufacturingDashboard,tenant.manufacturing_work_orders,manufacturing.view,,,Limited to planned_work_orders vs completed_work_orders counts and a single remaining_quantity figure; no true plan-vs-actual report with drill-down or variance,,MISSING_SERVICE,46,
MFG-097,924,module,Manufacturing,Manufacturing analytics,97,Capacity utilisation,Manufacturing analytics,MISSING,NOT_READY,P2,,,,,,,No capacity-utilisation report exists; the underlying capacity data itself is never read (feature 22),,MISSING_SERVICE,46,
MFG-098,925,module,Manufacturing,Manufacturing analytics,98,OEE,Manufacturing analytics,MISSING,NOT_READY,P2,,,,,,,No OEE calculation exists anywhere (grep-confirmed),,MISSING_SERVICE,46,
MFG-099,926,module,Manufacturing,Manufacturing analytics,99,Yield,Manufacturing analytics,MISSING,NOT_READY,P2,,,,,,,No yield calculation (output/input ratio) exists anywhere,,MISSING_SERVICE,46,
MFG-100,927,module,Manufacturing,Manufacturing analytics,100,First-pass yield,Manufacturing analytics,MISSING,NOT_READY,P2,,,,,,,"Would require quality/inspection-pass data, which has no linkage to manufacturing (feature 76)",,CROSS_MODULE_GAP,46,
MFG-101,928,module,Manufacturing,Manufacturing analytics,101,Scrap and rework,Manufacturing analytics,MISSING,NOT_READY,P2,,,,,,,"Scrap is never tracked in the first place (feature 46), so no scrap/rework analytics can be produced",,MISSING_SERVICE,46,
MFG-102,929,module,Manufacturing,Manufacturing analytics,102,Machine downtime,Manufacturing analytics,MISSING,NOT_READY,P2,,,,,,,"No downtime data is ever captured (feature 55), so no downtime analytics can be produced",,MISSING_SERVICE,46,
MFG-103,930,module,Manufacturing,Manufacturing analytics,103,Labour efficiency,Manufacturing analytics,MISSING,NOT_READY,P2,,,,,,,"No labour time is ever captured (feature 41), so no labour-efficiency analytics can be produced",,MISSING_SERVICE,46,
MFG-104,931,module,Manufacturing,Manufacturing analytics,104,Manufacturing cycle time,Manufacturing analytics,FOUNDATION_ONLY,NOT_READY,P2,,services/api/src/manufacturing/index.js:postProduction sets actual_start_at on first posting and actual_end_at on completion,tenant.manufacturing_work_orders.actual_start_at/actual_end_at,,,,"actual_start_at/actual_end_at are captured on every work order, but no report ever computes or displays cycle time (end minus start) from them",,MISSING_SERVICE,46,
MFG-105,932,module,Manufacturing,Manufacturing analytics,105,Schedule adherence,Manufacturing analytics,FOUNDATION_ONLY,NOT_READY,P2,,,tenant.manufacturing_work_orders.planned_start_at/planned_end_at/actual_start_at/actual_end_at,,,,"All four dates are captured, but no schedule-adherence report/calculation compares planned vs actual",,MISSING_SERVICE,46,
MFG-106,933,module,Manufacturing,Manufacturing analytics,106,Production cost variance,Manufacturing analytics,MISSING,NOT_READY,P2,,,,,,,"No costing exists at all (features 83-84), so no cost variance can be computed",,MISSING_SERVICE,46,
MFG-107,934,module,Manufacturing,Manufacturing analytics,107,On-time completion,Manufacturing analytics,FOUNDATION_ONLY,NOT_READY,P2,,,tenant.manufacturing_work_orders.planned_end_at/actual_end_at,,,,"Both dates are captured on every work order, but no on-time-completion percentage report exists",,MISSING_SERVICE,47,
MFG-108,935,module,Manufacturing,Advanced,108,Advanced planning and scheduling,Advanced,MISSING,NOT_READY,P3,,,,,,,No advanced planning/scheduling engine exists — confirmed in Prompt 11 (MFG-018): no evidence anywhere,,MISSING_SERVICE,47,
MFG-109,936,module,Manufacturing,Advanced,109,Manufacturing execution system,Advanced,MISSING,NOT_READY,P3,,,,,,,"What exists is a thin work-order/posting model, not a real-time MES; no shop-floor execution system beyond API-only postings",,MISSING_SERVICE,47,
MFG-110,937,module,Manufacturing,Advanced,110,IoT machine connectivity,Advanced,MISSING,NOT_READY,P3,,,,,,,"Confirmed in Prompt 10: Administration's Integrations page shows no tenant API keys, external connectors, or SSO — there is no integration surface for machine/IoT connectivity to attach to","No IoT/machine-connectivity integration, protocol adapter, or hardware SDK exists anywhere in the monorepo",,47,MISSING_INTEGRATION
MFG-111,938,module,Manufacturing,Advanced,111,Predictive maintenance,Advanced,MISSING,NOT_READY,P3,,,,,,,No maintenance-history data collection or predictive model exists; no ML/AI dependency in the monorepo,,MISSING_PROVIDER,47,
MFG-112,939,module,Manufacturing,Advanced,112,AI production scheduling,Advanced,MISSING,NOT_READY,P3,,,,,,,"No AI/ML SDK dependency found anywhere in the monorepo (checked root, services/api, apps/web package.json); no scheduling algorithm of any kind exists to begin with",,MISSING_PROVIDER,47,
MFG-113,940,module,Manufacturing,Advanced,113,AI demand forecasting,Advanced,MISSING,NOT_READY,P3,,,,,,,"No AI/ML SDK dependency in the monorepo; demand planning itself (feature 20) is missing, so there is no forecast input to make AI-driven",,MISSING_PROVIDER,47,
MFG-114,941,module,Manufacturing,Advanced,114,Digital twins,Advanced,MISSING,NOT_READY,P3,,,,,,,No digital-twin/simulation model or 3D/physics engine integration exists,,MISSING_INTEGRATION,47,
MFG-115,942,module,Manufacturing,Advanced,115,Computer-vision quality inspection,Advanced,MISSING,NOT_READY,P3,,,,,,,No computer-vision/ML/image-processing dependency found anywhere in the monorepo,,MISSING_PROVIDER,47,
MFG-116,943,module,Manufacturing,Advanced,116,Energy-consumption monitoring,Advanced,MISSING,NOT_READY,P3,,,,,,,"No energy-consumption field, sensor integration, or monitoring dashboard exists",,MISSING_INTEGRATION,47,
MFG-117,944,module,Manufacturing,Advanced,117,Lean manufacturing and Kanban,Advanced,MISSING,NOT_READY,P3,,,,,,,No manufacturing-specific Kanban board or lean-manufacturing workflow exists — grep found only an unrelated CRM pipeline board component.,No manufacturing-specific Kanban board exists; grep found only an unrelated CRM kanban pipeline board (apps/web/src/components/crm-pipeline-board.tsx),,47,MISSING_SERVICE
MFG-118,945,module,Manufacturing,Advanced,118,Industry-specific process controls,Advanced,MISSING,NOT_READY,P3,,,,,,,No industry-specific process-control framework exists — the model is generic discrete manufacturing only,,MISSING_SERVICE,47,
SHARED-001,946,shared,Shared,SaaS platform,1,True multi-tenant architecture,SaaS platform,COMPLETE,READY,P0,,,public.organizations (control-plane) + tenant schema per org; tenant.* tables FORCE ROW LEVEL SECURITY (45+ migrations),,tests/security/tenant-isolation-rls.test.mjs,,,,NONE,,
SHARED-002,947,shared,Shared,SaaS platform,2,Tenant-level data isolation,SaaS platform,COMPLETE,READY,P0,,,tenant.current_organization_id() RLS function; organization_id filter unconditional in every service query,,tests/security/tenant-isolation-rls.test.mjs,,,,NONE,,
SHARED-003,948,shared,Shared,SaaS platform,3,Multiple companies and branches,SaaS platform,COMPLETE,READY,P1,apps/web/src/app/api/context/organization/route.ts,apps/web/src/lib/platform.ts,"companies, branches, membership_company_access, membership_branch_access",,,,,,NONE,,
SHARED-004,949,shared,Shared,SaaS platform,4,Configurable subscription plans,SaaS platform,COMPLETE,READY,P1,/billing,apps/web/src/lib/billing.ts (real Razorpay integration),subscription/plan tables (control-plane),,,,,,NONE,,
SHARED-005,950,shared,Shared,SaaS platform,5,Feature entitlements,SaaS platform,COMPLETE,READY,P1,,apps/web/src/lib/module-access.ts — documented 4-stage entitlement pipeline,billing_entitlement_overrides,,tests/security/module-access.test.mjs,,,,NONE,,Confirmed in Prompt 4/5: canonical module catalogue + fail-closed server-side enforcement across ~99 CRM routes + equivalents.
SHARED-006,951,shared,Shared,SaaS platform,6,Usage metering,SaaS platform,COMPLETE,READY,P2,,incrementBillingUsage(),billing_usage_monthly,,,,,,NONE,,
SHARED-007,952,shared,Shared,SaaS platform,7,Trial management,SaaS platform,COMPLETE,READY,P1,,billing.ts trial/grace-period columns and logic,,,,,,,NONE,,
SHARED-008,953,shared,Shared,SaaS platform,8,Tenant provisioning and suspension,SaaS platform,PARTIAL,LIMITED,P1,,"seedOrganizationFoundation (apps/web/src/lib/platform.ts) — onboarding real and, as of Prompt 12, no longer broken by the missing crm.records.view_all permission row",organizations.status CHECK (active/disabled/suspended),,apps/web/tests/onboarding-permission-catalogue.test.mjs,,Provisioning is real and now correctly fixed end-to-end; the schema supports a 'suspended' status but no admin action/route was found anywhere that actually sets an organization to suspended,,MISSING_SERVICE,82,SHARED-001's Prompt-11 note ('onboarding transaction currently BROKEN') is resolved by Prompt 12's migration 032 — re-verified via onboarding-permission-catalogue.test.mjs.
SHARED-009,954,shared,Shared,SaaS platform,9,Data export and tenant deletion,SaaS platform,PARTIAL,LIMITED,P2,"/data-management, /compliance/privacy-requests","listCrmRecords(..., 'privacy-requests', ...) — real, manual-review data-subject request workflow",,complianceView permission,,,Real record-level export (CRM/master-data/audit) and a real data-subject deletion-request workflow exist; no whole-tenant export or whole-tenant deletion/offboarding capability was found anywhere,,MISSING_SERVICE,82,
SHARED-010,955,shared,Shared,SaaS platform,10,Backup and disaster recovery,SaaS platform,UNVERIFIED,NOT_READY,P1,,,,,,,Not evidenced in application code — likely infra-layer only (managed Postgres backups); cannot be confirmed or denied from the repository alone,,ARCHITECTURE_DECISION,82,Matches Prompt 11's own treatment of this exact row (SHARED-077 in the old matrix).
