feature_id,module,feature_name,capability_id,web_source_files,api_source_files,sample_web_file,e2e_mentions,unit_mentions,register_claims,status,notes
F299,Point of Sale,Cash drawer opening balance,POS-CAP-007,0,2,,,tests/integration/pos-cash-movements-and-shift-close-f299-f302.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F300,Point of Sale,Cash movements,POS-CAP-007,2,4,apps/web/src/features/pos/cash-movements/api/cash-movements-api.ts,,tests/integration/pos-cash-movements-and-shift-close-f299-f302.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F301,Point of Sale,Shift opening,POS-CAP-007,4,2,apps/web/src/features/pos/overview/screens/PosOverviewScreen.tsx,apps/web/e2e/pos-authorization.spec.ts,tests/integration/pos-shift-open-idempotency-f301.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F302,Point of Sale,Shift closing,POS-CAP-007,3,1,apps/web/src/features/pos/shifts/api/shifts-api.ts,,tests/integration/pos-cash-movements-and-shift-close-f299-f302.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F303,Point of Sale,Day-end / Z report,POS-CAP-007,5,7,apps/web/src/features/pos/analytics/screens/PosAnalyticsScreen.tsx,,tests/integration/pos-day-end-reports-f303.test.mjs;tests/integration/pos-invoice-reconciliation-accounting-analytics-f290-f304-f305-f307.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F304,Point of Sale,Payment reconciliation,POS-CAP-007,5,6,apps/web/src/features/pos/analytics/screens/PosAnalyticsScreen.tsx,,tests/integration/pos-invoice-reconciliation-accounting-analytics-f290-f304-f305-f307.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F305,Point of Sale,POS accounting posting,POS-CAP-007,4,8,apps/web/src/features/pos/accounting/api/accounting-api.ts,,tests/integration/pos-financial-integrity-gaps-abc.test.mjs;tests/integration/pos-invoice-reconciliation-accounting-analytics-f290-f304-f305-f307.test.mjs;tests/integration/pos-non-cash-refunds-f292.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F306,Point of Sale,Loyalty,POS-CAP-008,5,7,apps/web/src/app/api/pos/loyalty/expire/route.ts,,tests/integration/pos-loyalty-earn-redeem-reverse-f306.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F307,Point of Sale,POS sales analytics,POS-CAP-009,6,4,apps/web/src/app/api/pos/sales/route.ts,,tests/integration/pos-invoice-reconciliation-accounting-analytics-f290-f304-f305-f307.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F308,Quality,Quality standards,QUALITY-CAP-001,3,1,apps/web/src/features/quality/configs.tsx,,tests/integration/quality-inspections.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F309,Quality,Inspection specifications,QUALITY-CAP-001,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F310,Quality,Quality plans,QUALITY-CAP-001,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F311,Quality,Quality control points,QUALITY-CAP-001,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F312,Quality,Incoming inspection,QUALITY-CAP-002,3,1,apps/web/src/features/quality/configs-inspections.tsx,,tests/integration/quality-inspections.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F313,Quality,In-process inspection,QUALITY-CAP-002,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F314,Quality,Final inspection,QUALITY-CAP-002,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F315,Quality,Sampling plans,QUALITY-CAP-002,1,1,apps/web/src/features/quality/configs.tsx,,tests/integration/quality-inspections.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F316,Quality,Measurement checks,QUALITY-CAP-002,1,0,apps/web/src/features/quality/screens/InspectionScreens.tsx,,tests/integration/quality-inspections.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F317,Quality,Pass / fail checks,QUALITY-CAP-002,1,0,apps/web/src/features/quality/screens/InspectionScreens.tsx,,tests/integration/quality-inspections.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F318,Quality,Tolerances,QUALITY-CAP-002,3,1,apps/web/src/features/quality/configs.tsx,,tests/integration/quality-inspections.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F319,Quality,Inspection results,QUALITY-CAP-002,2,0,apps/web/src/features/quality/screens/InspectionScreens.tsx,,tests/integration/quality-inspections.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F320,Quality,Defect recording,QUALITY-CAP-003,0,1,,,tests/integration/quality-inspections.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F321,Quality,Non-conformance / NCR,QUALITY-CAP-003,1,1,apps/web/src/features/quality/configs-nc.tsx,,tests/integration/quality-nonconformance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F322,Quality,Quality hold,QUALITY-CAP-003,1,1,apps/web/src/features/quality/configs.tsx,,tests/integration/quality-nonconformance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F323,Quality,Quality hold must block stock movement,QUALITY-CAP-003,0,1,,,tests/integration/quality-nonconformance.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F324,Quality,Hold release,QUALITY-CAP-003,0,1,,,tests/integration/quality-nonconformance.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F325,Quality,Disposition,QUALITY-CAP-004,0,1,,,tests/integration/quality-nonconformance.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F326,Quality,Rework,QUALITY-CAP-004,0,1,,,,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F327,Quality,Scrap,QUALITY-CAP-004,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F328,Quality,Return to supplier,QUALITY-CAP-004,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F329,Quality,Use-as-is approval,QUALITY-CAP-004,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F330,Quality,Root-cause analysis,QUALITY-CAP-005,1,1,apps/web/src/features/quality/configs-nc.tsx,,tests/integration/quality-nonconformance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F331,Quality,CAPA,QUALITY-CAP-005,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F332,Quality,Corrective actions,QUALITY-CAP-005,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F333,Quality,Preventive actions,QUALITY-CAP-005,0,1,,,tests/integration/quality-nonconformance.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F334,Quality,Supplier quality,QUALITY-CAP-006,1,1,apps/web/src/features/quality/configs-management.tsx,,tests/integration/quality-management.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F335,Quality,Customer quality complaints,QUALITY-CAP-006,2,1,apps/web/src/features/quality/configs-management.tsx,,tests/integration/quality-management.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F336,Quality,Calibration,QUALITY-CAP-007,2,1,apps/web/src/features/quality/configs-management.tsx,,tests/integration/quality-management.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F337,Quality,Quality audits,QUALITY-CAP-007,1,1,apps/web/src/features/quality/configs-management.tsx,,tests/integration/quality-management.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F338,Quality,Certificate of Analysis,QUALITY-CAP-007,1,1,apps/web/src/features/quality/configs-management.tsx,,tests/integration/quality-management.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F339,Quality,Lot / batch traceability,QUALITY-CAP-007,0,1,,,tests/integration/quality-management.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F340,Quality,Quality documents,QUALITY-CAP-007,2,1,apps/web/src/features/quality/configs-management.tsx,,tests/integration/quality-management.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F341,Quality,Quality cost reporting,QUALITY-CAP-008,1,1,apps/web/src/features/quality/screens/DashboardScreen.tsx,,tests/integration/quality-management.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F342,Quality,Quality KPI dashboard,QUALITY-CAP-008,1,1,apps/web/src/features/quality/screens/DashboardScreen.tsx,,tests/integration/quality-management.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F343,Support / Customer Service,Tickets and cases,SUPPORT-CAP-001,2,1,apps/web/src/features/support/screens/TicketScreens.tsx,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F344,Support / Customer Service,Ticket number,SUPPORT-CAP-001,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F345,Support / Customer Service,Customer,SUPPORT-CAP-001,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F346,Support / Customer Service,Contact,SUPPORT-CAP-001,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F347,Support / Customer Service,Category,SUPPORT-CAP-001,1,1,apps/web/src/features/support/configs.tsx,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F348,Support / Customer Service,Priority,SUPPORT-CAP-001,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F349,Support / Customer Service,Status,SUPPORT-CAP-001,0,1,,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F350,Support / Customer Service,Queues,SUPPORT-CAP-002,2,1,apps/web/src/features/support/configs.tsx,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F351,Support / Customer Service,Agent assignment,SUPPORT-CAP-002,2,1,apps/web/src/features/support/configs.tsx,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F352,Support / Customer Service,Automatic routing,SUPPORT-CAP-002,1,1,apps/web/src/features/support/configs.tsx,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F353,Support / Customer Service,Email-to-ticket,SUPPORT-CAP-003,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F354,Support / Customer Service,Web ticket creation,SUPPORT-CAP-003,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F355,Support / Customer Service,Manual ticket creation,SUPPORT-CAP-003,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F356,Support / Customer Service,Customer replies,SUPPORT-CAP-003,0,1,,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F357,Support / Customer Service,Internal / private notes,SUPPORT-CAP-003,0,0,,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F358,Support / Customer Service,Attachments,SUPPORT-CAP-003,0,0,,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F359,Support / Customer Service,SLA policies,SUPPORT-CAP-004,1,1,apps/web/src/features/support/configs.tsx,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F360,Support / Customer Service,First-response SLA,SUPPORT-CAP-004,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F361,Support / Customer Service,Resolution SLA,SUPPORT-CAP-004,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F362,Support / Customer Service,SLA breach handling,SUPPORT-CAP-004,0,1,,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F363,Support / Customer Service,Escalations,SUPPORT-CAP-004,1,1,apps/web/src/features/support/configs.tsx,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F364,Support / Customer Service,Reassignment,SUPPORT-CAP-002,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F365,Support / Customer Service,Ticket history,SUPPORT-CAP-004,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F366,Support / Customer Service,Reopen ticket,SUPPORT-CAP-004,0,1,,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F367,Support / Customer Service,Merge duplicate tickets,SUPPORT-CAP-004,0,1,,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F368,Support / Customer Service,Tags,SUPPORT-CAP-004,0,1,,,tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F369,Support / Customer Service,Knowledge base,SUPPORT-CAP-005,3,1,apps/web/src/features/support/configs-knowledge.tsx,,tests/integration/support-service.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F370,Support / Customer Service,Canned responses,SUPPORT-CAP-005,2,1,apps/web/src/features/support/configs-knowledge.tsx,,tests/integration/support-service.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F371,Support / Customer Service,Customer portal,SUPPORT-CAP-006,4,1,apps/web/src/features/support/configs-portal.tsx,,tests/integration/support-service.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F372,Support / Customer Service,Customer order history,SUPPORT-CAP-006,0,1,,,,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F373,Support / Customer Service,Product linkage,SUPPORT-CAP-006,0,1,,,tests/integration/support-service.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F374,Support / Customer Service,Asset linkage,SUPPORT-CAP-006,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/support-service.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F375,Support / Customer Service,Warranty and service entitlement,SUPPORT-CAP-006,2,1,apps/web/src/features/support/configs-service.tsx,,tests/integration/support-service.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F376,Support / Customer Service,CSAT / customer rating,SUPPORT-CAP-007,1,1,apps/web/src/features/support/screens/ReportScreens.tsx,,tests/integration/support-service.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F377,Support / Customer Service,Agent performance,SUPPORT-CAP-007,1,1,apps/web/src/features/support/screens/ReportScreens.tsx,,tests/integration/support-service.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F378,Support / Customer Service,SLA reporting,SUPPORT-CAP-007,1,1,apps/web/src/features/support/screens/ReportScreens.tsx,,tests/integration/support-service.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F379,Support / Customer Service,Ticket dashboards,SUPPORT-CAP-007,1,1,apps/web/src/features/support/screens/TicketScreens.tsx,,tests/integration/support-service.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F380,Support / Customer Service,Complete audit trail,SUPPORT-CAP-008,1,2,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/support-service.test.mjs;tests/integration/support-tickets.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F381,HR & Payroll,Employee master,HR-CAP-001,2,1,apps/web/src/features/hr/screens/WorkforceScreens.tsx,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F382,HR & Payroll,Employee number,HR-CAP-001,0,0,,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F383,HR & Payroll,Departments,HR-CAP-001,1,0,apps/web/src/features/hr/screens/WorkforceScreens.tsx,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F384,HR & Payroll,Designations,HR-CAP-001,0,0,,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F385,HR & Payroll,Reporting manager,HR-CAP-001,1,0,apps/web/src/features/hr/screens/WorkforceScreens.tsx,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F386,HR & Payroll,Branch and location,HR-CAP-001,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F387,HR & Payroll,Employment type,HR-CAP-001,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F388,HR & Payroll,Employee documents,HR-CAP-001,0,0,,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F389,HR & Payroll,Joining,HR-CAP-002,0,1,,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F390,HR & Payroll,Probation,HR-CAP-002,0,0,,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F391,HR & Payroll,Confirmation,HR-CAP-002,0,0,,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F392,HR & Payroll,Transfers,HR-CAP-002,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F393,HR & Payroll,Promotions,HR-CAP-002,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F394,HR & Payroll,Separation,HR-CAP-002,0,0,,,tests/integration/hr-payroll-close.test.mjs;tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F395,HR & Payroll,Offboarding,HR-CAP-002,0,0,,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F396,HR & Payroll,Employee self-service,HR-CAP-002,1,1,apps/web/src/features/hr/screens/WorkforceScreens.tsx,,tests/integration/hr-workforce.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F397,HR & Payroll,Job openings,HR-CAP-003,0,1,,,tests/integration/hr-recruitment.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F398,HR & Payroll,Candidates,HR-CAP-003,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/hr-recruitment.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F399,HR & Payroll,Recruitment pipeline,HR-CAP-003,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/hr-recruitment.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F400,HR & Payroll,Interviews,HR-CAP-003,0,1,,,tests/integration/hr-recruitment.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F401,HR & Payroll,Offers,HR-CAP-003,0,1,,,tests/integration/hr-recruitment.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F402,HR & Payroll,Candidate-to-employee conversion,HR-CAP-003,0,1,,,tests/integration/hr-recruitment.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F403,HR & Payroll,Shifts,HR-CAP-004,0,1,,,tests/integration/hr-time-leave.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F404,HR & Payroll,Attendance,HR-CAP-004,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/hr-time-leave.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F405,HR & Payroll,Check-in and check-out,HR-CAP-004,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F406,HR & Payroll,Late arrival,HR-CAP-004,0,1,,,tests/integration/hr-time-leave.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F407,HR & Payroll,Early exit,HR-CAP-004,0,1,,,tests/integration/hr-time-leave.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F408,HR & Payroll,Overtime,HR-CAP-004,0,1,,,tests/integration/hr-time-leave.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F409,HR & Payroll,Attendance regularization,HR-CAP-004,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/hr-time-leave.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F410,HR & Payroll,Leave types,HR-CAP-005,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/hr-time-leave.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F411,HR & Payroll,Leave policies,HR-CAP-005,0,1,,,tests/integration/hr-time-leave.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
